"1","Ville","Annee","longitudebis","latitudebis","Longitude","Latitude","Time"
"337"," Dijon","1993","4.103016352","47.84295128","5.0166707","47.3166707","1h36"
"338"," Dijon","1994","4.103016352","47.84295128","5.0166707","47.3166707","1h36"
"339"," Dijon","1995","4.157835612","47.81137445","5.0166707","47.3166707","1h39"
"340"," Dijon","1996","4.176108699","47.80084884","5.0166707","47.3166707","1h40"
"341"," Dijon","1997","4.121289439","47.83242567","5.0166707","47.3166707","1h37"
"342"," Dijon","1998","4.176108699","47.80084884","5.0166707","47.3166707","1h40"
"343"," Dijon","1999","4.157835612","47.81137445","5.0166707","47.3166707","1h39"
"344"," Dijon","2000","4.157835612","47.81137445","5.0166707","47.3166707","1h39"
"345"," Dijon","2001","4.103016352","47.84295128","5.0166707","47.3166707","1h36"
"346"," Dijon","2002","4.121289439","47.83242567","5.0166707","47.3166707","1h37"
"347"," Dijon","2003","4.121289439","47.83242567","5.0166707","47.3166707","1h37"
"348"," Dijon","2004","4.121289439","47.83242567","5.0166707","47.3166707","1h37"
"349"," Dijon","2005","4.139562525","47.82190006","5.0166707","47.3166707","1h38"
"350"," Dijon","2006","4.084743265","47.85347689","5.0166707","47.3166707","1h35"
"351"," Dijon","2007","4.121289439","47.83242567","5.0166707","47.3166707","1h37"
"352"," Dijon","2008","4.103016352","47.84295128","5.0166707","47.3166707","1h36"
"353"," Dijon","2009","4.121289439","47.83242567","5.0166707","47.3166707","1h37"
"354"," Dijon","2010","4.121289439","47.83242567","5.0166707","47.3166707","1h37"
"355"," Dijon","2011","4.066470176","47.86400251","5.0166707","47.3166707","1h34"
"356"," Dijon","2012","4.011650915","47.89557934","5.0166707","47.3166707","1h31"
"357"," Dijon","2013","4.029924002","47.88505373","5.0166707","47.3166707","1h32"
"358"," Dijon","2014","4.029924002","47.88505373","5.0166707","47.3166707","1h32"
"359"," Dijon","2015","4.011650915","47.89557934","5.0166707","47.3166707","1h31"
"360"," Dijon","2016","4.011650915","47.89557934","5.0166707","47.3166707","1h31"
"361"," Dijon","2017","4.011650915","47.89557934","5.0166707","47.3166707","1h31"
"362"," Lille","1958","3.0585821","50.6329721","3.0585821","50.6329721","2h15"
"363"," Lille","1959","3.032293874","50.56706239","3.0585821","50.6329721","2h10"
"364"," Lille","1960","3.032293874","50.56706239","3.0585821","50.6329721","2h10"
"365"," Lille","1961","3.032293874","50.56706239","3.0585821","50.6329721","2h10"
"366"," Lille","1962","3.032293874","50.56706239","3.0585821","50.6329721","2h10"
"367"," Lille","1963","3.032293874","50.56706239","3.0585821","50.6329721","2h10"
"368"," Lille","1964","3.006005648","50.50115269","3.0585821","50.6329721","2h05"
"369"," Lille","1965","3.006005648","50.50115269","3.0585821","50.6329721","2h05"
"370"," Lille","1966","3.006005648","50.50115269","3.0585821","50.6329721","2h05"
"371"," Lille","1967","2.979717422","50.43524298","3.0585821","50.6329721","2h"
"372"," Lille","1968","2.953429196","50.36933327","3.0585821","50.6329721","1h55"
"373"," Lille","1969","2.953429196","50.36933327","3.0585821","50.6329721","1h55"
"374"," Lille","1970","2.953429196","50.36933327","3.0585821","50.6329721","1h55"
"375"," Lille","1971","2.953429196","50.36933327","3.0585821","50.6329721","1h55"
"376"," Lille","1972","2.953429196","50.36933327","3.0585821","50.6329721","1h55"
"377"," Lille","1973","2.953429196","50.36933327","3.0585821","50.6329721","1h55"
"378"," Lille","1974","2.953429196","50.36933327","3.0585821","50.6329721","1h55"
"379"," Lille","1975","2.958686841","50.38251521","3.0585821","50.6329721","1h56"
"380"," Lille","1976","2.974459777","50.42206104","3.0585821","50.6329721","1h59"
"381"," Lille","1977","2.974459777","50.42206104","3.0585821","50.6329721","1h59"
"382"," Lille","1978","2.937656261","50.32978745","3.0585821","50.6329721","1h52"
"383"," Lille","1979","2.937656261","50.32978745","3.0585821","50.6329721","1h52"
"384"," Lille","1980","2.948171551","50.35615133","3.0585821","50.6329721","1h54"
"385"," Lille","1981","2.969202132","50.40887909","3.0585821","50.6329721","1h58"
"386"," Lille","1982","2.974459777","50.42206104","3.0585821","50.6329721","1h59"
"387"," Lille","1983","2.974459777","50.42206104","3.0585821","50.6329721","1h59"
"388"," Lille","1984","2.979717422","50.43524298","3.0585821","50.6329721","2h"
"389"," Lille","1985","2.979717422","50.43524298","3.0585821","50.6329721","2h"
"390"," Lille","1986","2.974459777","50.42206104","3.0585821","50.6329721","1h59"
"391"," Lille","1987","2.974459777","50.42206104","3.0585821","50.6329721","1h59"
"392"," Lille","1988","2.974459777","50.42206104","3.0585821","50.6329721","1h59"
"393"," Lille","1989","2.984975067","50.44842492","3.0585821","50.6329721","2h01"
"394"," Lille","1990","3.000748003","50.48797074","3.0585821","50.6329721","2h04"
"395"," Lille","1991","3.027036229","50.55388045","3.0585821","50.6329721","2h09"
"396"," Lille","1992","3.027036229","50.55388045","3.0585821","50.6329721","2h09"
"397"," Lille","1993","2.664258711","49.64432649","3.0585821","50.6329721","1h"
"398"," Lille","1994","2.664258711","49.64432649","3.0585821","50.6329721","1h"
"399"," Lille","1995","2.659001066","49.63114455","3.0585821","50.6329721","0h59"
"400"," Lille","1996","2.653743421","49.61796261","3.0585821","50.6329721","0h58"
"401"," Lille","1997","2.653743421","49.61796261","3.0585821","50.6329721","0h58"
"402"," Lille","1998","2.653743421","49.61796261","3.0585821","50.6329721","0h58"
"403"," Lille","1999","2.653743421","49.61796261","3.0585821","50.6329721","0h58"
"404"," Lille","2000","2.653743421","49.61796261","3.0585821","50.6329721","0h58"
"405"," Lille","2001","2.653743421","49.61796261","3.0585821","50.6329721","0h58"
"406"," Lille","2002","2.659001066","49.63114455","3.0585821","50.6329721","0h59"
"407"," Lille","2003","2.659001066","49.63114455","3.0585821","50.6329721","0h59"
"408"," Lille","2004","2.659001066","49.63114455","3.0585821","50.6329721","0h59"
"409"," Lille","2005","2.659001066","49.63114455","3.0585821","50.6329721","0h59"
"410"," Lille","2006","2.653743421","49.61796261","3.0585821","50.6329721","0h58"
"411"," Lille","2007","2.653743421","49.61796261","3.0585821","50.6329721","0h58"
"412"," Lille","2008","2.653743421","49.61796261","3.0585821","50.6329721","0h58"
"413"," Lille","2009","2.653743421","49.61796261","3.0585821","50.6329721","0h58"
"414"," Lille","2010","2.653743421","49.61796261","3.0585821","50.6329721","0h58"
"415"," Lille","2011","2.659001066","49.63114455","3.0585821","50.6329721","0h59"
"416"," Lille","2012","2.659001066","49.63114455","3.0585821","50.6329721","0h59"
"417"," Lille","2013","2.659001066","49.63114455","3.0585821","50.6329721","0h59"
"418"," Lille","2014","2.659001066","49.63114455","3.0585821","50.6329721","0h59"
"419"," Lille","2015","2.659001066","49.63114455","3.0585821","50.6329721","0h59"
"420"," Lille","2016","2.659001066","49.63114455","3.0585821","50.6329721","0h59"
"421"," Lille","2017","2.669516356","49.65750843","3.0585821","50.6329721","1h1"
"422"," Lyon","1958","4.8467114","45.7484614","4.8467114","45.7484614","4h"
"423"," Lyon","1959","4.8467114","45.7484614","4.8467114","45.7484614","4h"
"424"," Lyon","1960","4.8467114","45.7484614","4.8467114","45.7484614","4h"
"425"," Lyon","1961","4.8467114","45.7484614","4.8467114","45.7484614","4h"
"426"," Lyon","1962","4.8467114","45.7484614","4.8467114","45.7484614","4h"
"427"," Lyon","1963","4.8467114","45.7484614","4.8467114","45.7484614","4h"
"428"," Lyon","1964","4.8467114","45.7484614","4.8467114","45.7484614","4h"
"429"," Lyon","1965","4.8467114","45.7484614","4.8467114","45.7484614","4h"
"430"," Lyon","1966","4.8467114","45.7484614","4.8467114","45.7484614","4h"
"431"," Lyon","1967","4.8467114","45.7484614","4.8467114","45.7484614","4h"
"432"," Lyon","1968","4.8467114","45.7484614","4.8467114","45.7484614","4h"
"433"," Lyon","1969","4.784263615","45.82608512","4.8467114","45.7484614","3h54"
"434"," Lyon","1970","4.680183973","45.95545797","4.8467114","45.7484614","3h44"
"435"," Lyon","1971","4.66977601","45.96839526","4.8467114","45.7484614","3h43"
"436"," Lyon","1972","4.680183973","45.95545797","4.8467114","45.7484614","3h44"
"437"," Lyon","1973","4.700999902","45.9295834","4.8467114","45.7484614","3h46"
"438"," Lyon","1974","4.680183973","45.95545797","4.8467114","45.7484614","3h44"
"439"," Lyon","1975","4.680183973","45.95545797","4.8467114","45.7484614","3h44"
"440"," Lyon","1976","4.680183973","45.95545797","4.8467114","45.7484614","3h44"
"441"," Lyon","1977","4.66977601","45.96839526","4.8467114","45.7484614","3h43"
"442"," Lyon","1978","4.680183973","45.95545797","4.8467114","45.7484614","3h44"
"443"," Lyon","1979","4.700999902","45.9295834","4.8467114","45.7484614","3h46"
"444"," Lyon","1980","4.700999902","45.9295834","4.8467114","45.7484614","3h46"
"445"," Lyon","1981","4.700999902","45.9295834","4.8467114","45.7484614","3h46"
"446"," Lyon","1982","4.118153908","46.65407141","4.8467114","45.7484614","2h50"
"447"," Lyon","1983","4.086930015","46.69288327","4.8467114","45.7484614","2h47"
"448"," Lyon","1984","3.5977557","47.3009357","4.8467114","45.7484614","2h"
"449"," Lyon","1985","3.5977557","47.3009357","4.8467114","45.7484614","2h"
"450"," Lyon","1986","3.5977557","47.3009357","4.8467114","45.7484614","2h"
"451"," Lyon","1987","3.5977557","47.3009357","4.8467114","45.7484614","2h"
"452"," Lyon","1988","3.5977557","47.3009357","4.8467114","45.7484614","2h"
"453"," Lyon","1989","3.5977557","47.3009357","4.8467114","45.7484614","2h"
"454"," Lyon","1990","3.5977557","47.3009357","4.8467114","45.7484614","2h"
"455"," Lyon","1991","3.5977557","47.3009357","4.8467114","45.7484614","2h"
"456"," Lyon","1992","3.5977557","47.3009357","4.8467114","45.7484614","2h"
"457"," Lyon","1993","3.5977557","47.3009357","4.8467114","45.7484614","2h"
"458"," Lyon","1994","3.5977557","47.3009357","4.8467114","45.7484614","2h"
"459"," Lyon","1995","3.5977557","47.3009357","4.8467114","45.7484614","2h"
"460"," Lyon","1996","3.5977557","47.3009357","4.8467114","45.7484614","2h"
"461"," Lyon","1997","3.639387557","47.24918656","4.8467114","45.7484614","2h04"
"462"," Lyon","1998","3.5977557","47.3009357","4.8467114","45.7484614","2h"
"463"," Lyon","1999","3.639387557","47.24918656","4.8467114","45.7484614","2h04"
"464"," Lyon","2000","3.639387557","47.24918656","4.8467114","45.7484614","2h04"
"465"," Lyon","2001","3.54571588","47.36562213","4.8467114","45.7484614","1h55"
"466"," Lyon","2002","3.54571588","47.36562213","4.8467114","45.7484614","1h55"
"467"," Lyon","2003","3.54571588","47.36562213","4.8467114","45.7484614","1h55"
"468"," Lyon","2004","3.535307915","47.37855942","4.8467114","45.7484614","1h54"
"469"," Lyon","2005","3.52489995","47.3914967","4.8467114","45.7484614","1h53"
"470"," Lyon","2006","3.52489995","47.3914967","4.8467114","45.7484614","1h53"
"471"," Lyon","2007","3.54571588","47.36562213","4.8467114","45.7484614","1h55"
"472"," Lyon","2008","3.566531808","47.33974756","4.8467114","45.7484614","1h57"
"473"," Lyon","2009","3.556123843","47.35268484","4.8467114","45.7484614","1h56"
"474"," Lyon","2010","3.566531808","47.33974756","4.8467114","45.7484614","1h57"
"475"," Lyon","2011","3.566531808","47.33974756","4.8467114","45.7484614","1h57"
"476"," Lyon","2012","3.556123843","47.35268484","4.8467114","45.7484614","1h56"
"477"," Lyon","2013","3.556123843","47.35268484","4.8467114","45.7484614","1h56"
"478"," Lyon","2014","3.556123843","47.35268484","4.8467114","45.7484614","1h56"
"479"," Lyon","2015","3.566531808","47.33974756","4.8467114","45.7484614","1h57"
"480"," Lyon","2016","3.566531808","47.33974756","4.8467114","45.7484614","1h57"
"481"," Lyon","2017","3.566531808","47.33974756","4.8467114","45.7484614","1h57"
"482"," Marseille","1958","5.3810712","43.2969512","5.3810712","43.2969512","7h50"
"483"," Marseille","1959","5.271393305","43.4979295","5.3810712","43.2969512","7h33"
"484"," Marseille","1960","5.245586742","43.54521851","5.3810712","43.2969512","7h29"
"485"," Marseille","1961","5.277844947","43.48610724","5.3810712","43.2969512","7h34"
"486"," Marseille","1962","5.123005566","43.76984131","5.3810712","43.2969512","7h10"
"487"," Marseille","1963","5.123005566","43.76984131","5.3810712","43.2969512","7h10"
"488"," Marseille","1964","5.123005566","43.76984131","5.3810712","43.2969512","7h10"
"489"," Marseille","1965","5.123005566","43.76984131","5.3810712","43.2969512","7h10"
"490"," Marseille","1966","5.123005566","43.76984131","5.3810712","43.2969512","7h10"
"491"," Marseille","1967","5.116553924","43.78166357","5.3810712","43.2969512","7h09"
"492"," Marseille","1968","5.058489157","43.88806384","5.3810712","43.2969512","7h"
"493"," Marseille","1969","4.929456341","44.12450889","5.3810712","43.2969512","6h40"
"494"," Marseille","1970","4.929456341","44.12450889","5.3810712","43.2969512","6h40"
"495"," Marseille","1971","4.884294855","44.20726466","5.3810712","43.2969512","6h33"
"496"," Marseille","1972","4.884294855","44.20726466","5.3810712","43.2969512","6h33"
"497"," Marseille","1973","4.890746494","44.19544241","5.3810712","43.2969512","6h34"
"498"," Marseille","1974","4.890746494","44.19544241","5.3810712","43.2969512","6h34"
"499"," Marseille","1975","4.897198136","44.18362016","5.3810712","43.2969512","6h35"
"500"," Marseille","1976","4.890746494","44.19544241","5.3810712","43.2969512","6h34"
"501"," Marseille","1977","4.890746494","44.19544241","5.3810712","43.2969512","6h34"
"502"," Marseille","1978","4.884294855","44.20726466","5.3810712","43.2969512","6h33"
"503"," Marseille","1979","4.91655306","44.1481534","5.3810712","43.2969512","6h38"
"504"," Marseille","1980","4.929456341","44.12450889","5.3810712","43.2969512","6h40"
"505"," Marseille","1981","4.93590798","44.11268664","5.3810712","43.2969512","6h41"
"506"," Marseille","1982","4.497196403","44.91659983","5.3810712","43.2969512","5h33"
"507"," Marseille","1983","4.477841482","44.95206658","5.3810712","43.2969512","5h30"
"508"," Marseille","1984","4.219775848","45.4249567","5.3810712","43.2969512","4h50"
"509"," Marseille","1985","4.155259439","45.54317922","5.3810712","43.2969512","4h40"
"510"," Marseille","1986","4.155259439","45.54317922","5.3810712","43.2969512","4h40"
"511"," Marseille","1987","4.155259439","45.54317922","5.3810712","43.2969512","4h40"
"512"," Marseille","1988","4.155259439","45.54317922","5.3810712","43.2969512","4h40"
"513"," Marseille","1989","4.155259439","45.54317922","5.3810712","43.2969512","4h40"
"514"," Marseille","1990","4.155259439","45.54317922","5.3810712","43.2969512","4h40"
"515"," Marseille","1991","4.155259439","45.54317922","5.3810712","43.2969512","4h40"
"516"," Marseille","1992","4.155259439","45.54317922","5.3810712","43.2969512","4h40"
"517"," Marseille","1993","4.161711078","45.53135698","5.3810712","43.2969512","4h41"
"518"," Marseille","1994","4.019774981","45.79144653","5.3810712","43.2969512","4h19"
"519"," Marseille","1995","4.045581544","45.74415752","5.3810712","43.2969512","4h23"
"520"," Marseille","1996","4.045581544","45.74415752","5.3810712","43.2969512","4h23"
"521"," Marseille","1997","4.058484825","45.72051302","5.3810712","43.2969512","4h25"
"522"," Marseille","1998","4.064936467","45.70869076","5.3810712","43.2969512","4h26"
"523"," Marseille","1999","4.02622662","45.77962428","5.3810712","43.2969512","4h20"
"524"," Marseille","2000","4.013323339","45.80326879","5.3810712","43.2969512","4h18"
"525"," Marseille","2001","3.510095352","46.7254045","5.3810712","43.2969512","3h"
"526"," Marseille","2002","3.510095352","46.7254045","5.3810712","43.2969512","3h"
"527"," Marseille","2003","3.510095352","46.7254045","5.3810712","43.2969512","3h"
"528"," Marseille","2004","3.510095352","46.7254045","5.3810712","43.2969512","3h"
"529"," Marseille","2005","3.510095352","46.7254045","5.3810712","43.2969512","3h"
"530"," Marseille","2006","3.510095352","46.7254045","5.3810712","43.2969512","3h"
"531"," Marseille","2007","3.529450275","46.68993774","5.3810712","43.2969512","3h03"
"532"," Marseille","2008","3.522998636","46.70175999","5.3810712","43.2969512","3h02"
"533"," Marseille","2009","3.522998636","46.70175999","5.3810712","43.2969512","3h02"
"534"," Marseille","2010","3.529450275","46.68993774","5.3810712","43.2969512","3h03"
"535"," Marseille","2011","3.516546994","46.71358225","5.3810712","43.2969512","3h01"
"536"," Marseille","2012","3.542353557","46.66629324","5.3810712","43.2969512","3h05"
"537"," Marseille","2013","3.542353557","46.66629324","5.3810712","43.2969512","3h05"
"538"," Marseille","2014","3.542353557","46.66629324","5.3810712","43.2969512","3h05"
"539"," Marseille","2015","3.542353557","46.66629324","5.3810712","43.2969512","3h05"
"540"," Marseille","2016","3.542353557","46.66629324","5.3810712","43.2969512","3h05"
"541"," Marseille","2017","3.542353557","46.66629324","5.3810712","43.2969512","3h05"
"542"," Montpellier","1958","3.8772301","43.6109201","3.8772301","43.6109201","8h28"
"543"," Montpellier","1959","3.8772301","43.6109201","3.8772301","43.6109201","8h28"
"544"," Montpellier","1960","3.859177775","43.67283927","3.8772301","43.6109201","8h22"
"545"," Montpellier","1961","3.675645815","44.30235086","3.8772301","43.6109201","8h22"
"546"," Montpellier","1962","3.675645815","44.30235086","3.8772301","43.6109201","8h22"
"547"," Montpellier","1963","3.675645815","44.30235086","3.8772301","43.6109201","7h21"
"548"," Montpellier","1964","3.675645815","44.30235086","3.8772301","43.6109201","7h21"
"549"," Montpellier","1965","3.690689419","44.25075154","3.8772301","43.6109201","7h26"
"550"," Montpellier","1966","3.690689419","44.25075154","3.8772301","43.6109201","7h26"
"551"," Montpellier","1967","3.684671977","44.27139127","3.8772301","43.6109201","7h24"
"552"," Montpellier","1968","3.666619653","44.33331044","3.8772301","43.6109201","7h18"
"553"," Montpellier","1969","3.609453961","44.52938782","3.8772301","43.6109201","6h59"
"554"," Montpellier","1970","3.609453961","44.52938782","3.8772301","43.6109201","6h59"
"555"," Montpellier","1971","3.588392916","44.60162685","3.8772301","43.6109201","6h52"
"556"," Montpellier","1972","3.588392916","44.60162685","3.8772301","43.6109201","6h52"
"557"," Montpellier","1973","3.597419078","44.57066727","3.8772301","43.6109201","6h55"
"558"," Montpellier","1974","3.597419078","44.57066727","3.8772301","43.6109201","6h55"
"559"," Montpellier","1975","3.597419078","44.57066727","3.8772301","43.6109201","6h55"
"560"," Montpellier","1976","3.588392916","44.60162685","3.8772301","43.6109201","6h52"
"561"," Montpellier","1977","3.609453961","44.52938782","3.8772301","43.6109201","6h59"
"562"," Montpellier","1978","3.594410357","44.58098713","3.8772301","43.6109201","6h54"
"563"," Montpellier","1979","3.582375474","44.62226658","3.8772301","43.6109201","6h50"
"564"," Montpellier","1980","3.594410357","44.58098713","3.8772301","43.6109201","6h54"
"565"," Montpellier","1981","3.585384195","44.61194672","3.8772301","43.6109201","6h51"
"566"," Montpellier","1982","3.353712704","45.40657609","3.8772301","43.6109201","5h34"
"567"," Montpellier","1983","3.335660379","45.46849526","3.8772301","43.6109201","5h28"
"568"," Montpellier","1984","3.212302832","45.8916096","3.8772301","43.6109201","4h47"
"569"," Montpellier","1985","3.176198185","46.01544795","3.8772301","43.6109201","4h35"
"570"," Montpellier","1986","3.176198185","46.01544795","3.8772301","43.6109201","4h35"
"571"," Montpellier","1987","3.191241787","45.96384864","3.8772301","43.6109201","4h40"
"572"," Montpellier","1988","3.191241787","45.96384864","3.8772301","43.6109201","4h40"
"573"," Montpellier","1989","3.191241787","45.96384864","3.8772301","43.6109201","4h40"
"574"," Montpellier","1990","3.191241787","45.96384864","3.8772301","43.6109201","4h40"
"575"," Montpellier","1991","3.188233066","45.9741685","3.8772301","43.6109201","4h39"
"576"," Montpellier","1992","3.188233066","45.9741685","3.8772301","43.6109201","4h39"
"577"," Montpellier","1993","3.188233066","45.9741685","3.8772301","43.6109201","4h39"
"578"," Montpellier","1994","3.097971446","46.28376436","3.8772301","43.6109201","4h09"
"579"," Montpellier","1995","3.097971446","46.28376436","3.8772301","43.6109201","4h09"
"580"," Montpellier","1996","3.100980167","46.2734445","3.8772301","43.6109201","4h10"
"581"," Montpellier","1997","3.11301505","46.23216505","3.8772301","43.6109201","4h14"
"582"," Montpellier","1998","3.122041212","46.20120546","3.8772301","43.6109201","4h17"
"583"," Montpellier","1999","3.122041212","46.20120546","3.8772301","43.6109201","4h17"
"584"," Montpellier","2000","3.128058654","46.18056574","3.8772301","43.6109201","4h19"
"585"," Montpellier","2001","2.941517972","46.82039718","3.8772301","43.6109201","3h17"
"586"," Montpellier","2002","2.93249181","46.85135677","3.8772301","43.6109201","3h14"
"587"," Montpellier","2003","2.938509252","46.83071704","3.8772301","43.6109201","3h16"
"588"," Montpellier","2004","2.938509252","46.83071704","3.8772301","43.6109201","3h16"
"589"," Montpellier","2005","2.938509252","46.83071704","3.8772301","43.6109201","3h16"
"590"," Montpellier","2006","2.938509252","46.83071704","3.8772301","43.6109201","3h16"
"591"," Montpellier","2007","2.944526693","46.81007732","3.8772301","43.6109201","3h18"
"592"," Montpellier","2008","2.944526693","46.81007732","3.8772301","43.6109201","3h18"
"593"," Montpellier","2009","2.944526693","46.81007732","3.8772301","43.6109201","3h18"
"594"," Montpellier","2010","2.944526693","46.81007732","3.8772301","43.6109201","3h18"
"595"," Montpellier","2011","2.947535412","46.79975746","3.8772301","43.6109201","3h19"
"596"," Montpellier","2012","2.947535412","46.79975746","3.8772301","43.6109201","3h19"
"597"," Montpellier","2013","2.947535412","46.79975746","3.8772301","43.6109201","3h19"
"598"," Montpellier","2014","2.947535412","46.79975746","3.8772301","43.6109201","3h19"
"599"," Montpellier","2015","2.947535412","46.79975746","3.8772301","43.6109201","3h19"
"600"," Montpellier","2016","2.947535412","46.79975746","3.8772301","43.6109201","3h19"
"601"," Montpellier","2017","2.947535412","46.79975746","3.8772301","43.6109201","3h19"
"602"," Nantes","1958","-1.5533615","47.2172515","-1.5533615","47.2172515","4h10"
"603"," Nantes","1959","-1.288014518","47.32851028","-1.5533615","47.2172515","3h53"
"604"," Nantes","1960","-1.366057748","47.29578711","-1.5533615","47.2172515","3h58"
"605"," Nantes","1961","-1.366057748","47.29578711","-1.5533615","47.2172515","3h58"
"606"," Nantes","1962","-1.381666394","47.28924247","-1.5533615","47.2172515","3h59"
"607"," Nantes","1963","-1.381666394","47.28924247","-1.5533615","47.2172515","3h59"
"608"," Nantes","1964","-1.381666394","47.28924247","-1.5533615","47.2172515","3h59"
"609"," Nantes","1965","-1.381666394","47.28924247","-1.5533615","47.2172515","3h59"
"610"," Nantes","1966","-1.147536704","47.38741198","-1.5533615","47.2172515","3h44"
"611"," Nantes","1967","-1.069493474","47.42013515","-1.5533615","47.2172515","3h39"
"612"," Nantes","1968","-1.053884828","47.42667979","-1.5533615","47.2172515","3h38"
"613"," Nantes","1969","-1.022667536","47.43976906","-1.5533615","47.2172515","3h36"
"614"," Nantes","1970","-0.741711908","47.55757247","-1.5533615","47.2172515","3h18"
"615"," Nantes","1971","-0.741711908","47.55757247","-1.5533615","47.2172515","3h18"
"616"," Nantes","1972","-0.741711908","47.55757247","-1.5533615","47.2172515","3h18"
"617"," Nantes","1973","-0.570016802","47.62956344","-1.5533615","47.2172515","3h07"
"618"," Nantes","1974","-0.53879951","47.64265271","-1.5533615","47.2172515","3h05"
"619"," Nantes","1975","-0.53879951","47.64265271","-1.5533615","47.2172515","3h06"
"620"," Nantes","1976","-0.53879951","47.64265271","-1.5533615","47.2172515","3h07"
"621"," Nantes","1977","-0.53879951","47.64265271","-1.5533615","47.2172515","3h08"
"622"," Nantes","1978","-0.554408156","47.63610808","-1.5533615","47.2172515","3h06"
"623"," Nantes","1979","-0.570016802","47.62956344","-1.5533615","47.2172515","3h07"
"624"," Nantes","1980","-0.679277324","47.583751","-1.5533615","47.2172515","3h14"
"625"," Nantes","1981","-0.710494616","47.57066174","-1.5533615","47.2172515","3h16"
"626"," Nantes","1982","-0.726103262","47.5641171","-1.5533615","47.2172515","3h17"
"627"," Nantes","1983","-0.726103262","47.5641171","-1.5533615","47.2172515","3h17"
"628"," Nantes","1984","-0.507582218","47.65574198","-1.5533615","47.2172515","3h03"
"629"," Nantes","1985","-0.351495758","47.72118832","-1.5533615","47.2172515","2h53"
"630"," Nantes","1986","-0.351495758","47.72118832","-1.5533615","47.2172515","2h53"
"631"," Nantes","1987","-0.38271305","47.70809905","-1.5533615","47.2172515","2h55"
"632"," Nantes","1988","-0.38271305","47.70809905","-1.5533615","47.2172515","2h55"
"633"," Nantes","1989","0.491371126","48.07459855","-1.5533615","47.2172515","1h59"
"634"," Nantes","1990","0.491371126","48.07459855","-1.5533615","47.2172515","1h59"
"635"," Nantes","1991","0.506979772","48.08114319","-1.5533615","47.2172515","1h58"
"636"," Nantes","1992","0.491371126","48.07459855","-1.5533615","47.2172515","1h59"
"637"," Nantes","1993","0.47576248","48.06805392","-1.5533615","47.2172515","2h"
"638"," Nantes","1994","0.47576248","48.06805392","-1.5533615","47.2172515","2h"
"639"," Nantes","1995","0.444545188","48.05496465","-1.5533615","47.2172515","2h02"
"640"," Nantes","1996","0.460153834","48.06150929","-1.5533615","47.2172515","2h01"
"641"," Nantes","1997","0.460153834","48.06150929","-1.5533615","47.2172515","2h01"
"642"," Nantes","1998","0.428936542","48.04842002","-1.5533615","47.2172515","2h03"
"643"," Nantes","1999","0.491371126","48.07459855","-1.5533615","47.2172515","1h59"
"644"," Nantes","2000","0.491371126","48.07459855","-1.5533615","47.2172515","1h59"
"645"," Nantes","2001","0.491371126","48.07459855","-1.5533615","47.2172515","1h59"
"646"," Nantes","2002","0.491371126","48.07459855","-1.5533615","47.2172515","1h59"
"647"," Nantes","2003","0.491371126","48.07459855","-1.5533615","47.2172515","1h59"
"648"," Nantes","2004","0.491371126","48.07459855","-1.5533615","47.2172515","1h59"
"649"," Nantes","2005","0.491371126","48.07459855","-1.5533615","47.2172515","1h59"
"650"," Nantes","2006","0.491371126","48.07459855","-1.5533615","47.2172515","1h59"
"651"," Nantes","2007","0.491371126","48.07459855","-1.5533615","47.2172515","1h59"
"652"," Nantes","2008","0.491371126","48.07459855","-1.5533615","47.2172515","1h59"
"653"," Nantes","2009","0.491371126","48.07459855","-1.5533615","47.2172515","1h59"
"654"," Nantes","2010","0.47576248","48.06805392","-1.5533615","47.2172515","2h"
"655"," Nantes","2011","0.428936542","48.04842002","-1.5533615","47.2172515","2h03"
"656"," Nantes","2012","0.413327896","48.04187538","-1.5533615","47.2172515","2h04"
"657"," Nantes","2013","0.413327896","48.04187538","-1.5533615","47.2172515","2h04"
"658"," Nantes","2014","0.39771925","48.03533075","-1.5533615","47.2172515","2h05"
"659"," Nantes","2015","0.428936542","48.04842002","-1.5533615","47.2172515","2h03"
"660"," Nantes","2016","0.428936542","48.04842002","-1.5533615","47.2172515","2h03"
"661"," Nantes","2017","0.538197064","48.09423246","-1.5533615","47.2172515","1h56"
"662"," Nice","1958","7.2660812","43.7031312","7.2660812","43.7031312","10h45"
"663"," Nice","1959","7.2660812","43.7031312","7.2660812","43.7031312","10h45"
"664"," Nice","1960","7.151725823","43.82290513","7.2660812","43.7031312","10h30"
"665"," Nice","1961","7.151725823","43.82290513","7.2660812","43.7031312","10h30"
"666"," Nice","1962","7.151725823","43.82290513","7.2660812","43.7031312","10h30"
"667"," Nice","1963","7.067865211","43.91073934","7.2660812","43.7031312","10h19"
"668"," Nice","1964","7.083112599","43.89476948","7.2660812","43.7031312","10h21"
"669"," Nice","1965","7.083112599","43.89476948","7.2660812","43.7031312","10h21"
"670"," Nice","1966","6.961133528","44.02252834","7.2660812","43.7031312","10h5"
"671"," Nice","1967","6.984004604","43.99857355","7.2660812","43.7031312","10h8"
"672"," Nice","1968","6.831530768","44.15827212","7.2660812","43.7031312","9h48"
"673"," Nice","1969","6.511335714","44.49363911","7.2660812","43.7031312","9h06"
"674"," Nice","1970","6.480840949","44.52557882","7.2660812","43.7031312","9h02"
"675"," Nice","1971","6.480840949","44.52557882","7.2660812","43.7031312","9h02"
