ï»¿Ville;Annee;Longitude;Latitude;Time
 Brest;1992;-1.20867329215686;48.6173232485839;3h59
 Brest;1993;-1.1640188671024;48.6202867320261;3h56
 Brest;1994;-1.16401891851852;48.6202867834423;3h56
 Brest;1995;-1.16401896993464;48.6202868348584;3h56
 Brest;1996;-1.14913419498911;48.6212746960784;3h55
 Brest;1997;-1.23844320566449;48.6153478897603;4h01
 Brest;1998;-1.22355843137255;48.616335751634;4h
 Brest;1999;-1.43194606187364;48.602506475817;4h14
 Brest;2000;-1.23844336318083;48.6153480472767;4h01
 Brest;2001;-1.446831;48.6015187777778;4h15
 Brest;2002;-1.32775243420479;48.6094213013072;4h07
 Brest;2003;-1.26821317647059;48.6133725882353;4h03
 Brest;2004;-1.26821322941176;48.6133726411765;4h03
 Brest;2005;-1.26821328235294;48.6133726941176;4h03
 Brest;2006;-1.26821333529412;48.6133727470588;4h03
 Brest;2007;-1.40217684705882;48.6044825333333;4h12
 Brest;2008;-1.40217690196079;48.6044825882353;4h12
 Brest;2009;-1.55102524880174;48.5946045734205;4h22
 Brest;2010;-1.46171632941176;48.600531471024;4h16
 Brest;2011;-1.35752257777778;48.607446172549;4h09
 Brest;2012;-1.35752263202614;48.6074462267974;4h09
 Brest;2013;-1.38729234640523;48.6054706688453;4h11
 Brest;2014;-1.38729240108932;48.6054707235294;4h11
 Brest;2015;-1.32775313376906;48.6094220008715;4h07
 Brest;2016;-1.3277531875817;48.6094220546841;4h07
 Brest;2017;-0.70259034204793;48.6509099281046;3h25
 Clermont-Ferrand;1958;3.0862801;45.7796601;4h
 Clermont-Ferrand;1959;3.0862802;45.7796602;4h
 Clermont-Ferrand;1960;3.0862802;45.7796602;4h
 Clermont-Ferrand;1961;3.0862803;45.7796603;4h
 Clermont-Ferrand;1962;3.0862803;45.7796603;4h
 Clermont-Ferrand;1963;3.0862803;45.7796603;4h
 Clermont-Ferrand;1964;3.0862804;45.7796604;4h
 Clermont-Ferrand;1965;3.0862805;45.7796605;4h
 Clermont-Ferrand;1966;3.0862806;45.7796606;4h
 Clermont-Ferrand;1967;3.0862807;45.7796607;4h
 Clermont-Ferrand;1968;3.0862808;45.7796608;4h
 Clermont-Ferrand;1969;3.0862809;45.7796609;4h
 Clermont-Ferrand;1970;3.086281;45.779661;4h
 Clermont-Ferrand;1971;3.07706258625;45.81808296125;3h57
 Clermont-Ferrand;1972;3.06784417;45.85650492;3h54
 Clermont-Ferrand;1973;3.07706278375;45.81808315875;3h57
 Clermont-Ferrand;1974;3.08013572166667;45.8052759716667;3h58
 Clermont-Ferrand;1975;3.09857285833333;45.7284323583333;4h04
 Clermont-Ferrand;1976;3.10779148;45.690010605;4h07
 Clermont-Ferrand;1977;3.04018909375;45.97177096875;3h45
 Clermont-Ferrand;1978;3.0586262325;45.8949273575;3h51
 Clermont-Ferrand;1979;3.04018928125;45.97177115625;3h45
 Clermont-Ferrand;1980;3.040189375;45.97177125;3h45
 Clermont-Ferrand;1981;3.04018946875;45.97177134375;3h45
 Clermont-Ferrand;1982;3.0401895625;45.9717714375;3h45
 Clermont-Ferrand;1983;3.04018965625;45.97177153125;3h45
 Clermont-Ferrand;1984;3.04018975;45.971771625;3h45
 Clermont-Ferrand;1985;3.04018984375;45.97177171875;3h45
 Clermont-Ferrand;1986;3.07399122333333;45.8308917233333;3h56
 Clermont-Ferrand;1987;3.04019003125;45.97177190625;3h45
 Clermont-Ferrand;1988;3.052481505;45.92054288;3h49
 Clermont-Ferrand;1989;3.04019021875;45.97177209375;3h45
 Clermont-Ferrand;1990;2.9848790875;46.2023032125;3h27
 Clermont-Ferrand;1991;2.98487917375;46.20230329875;3h27
 Clermont-Ferrand;1992;2.96644218;46.279147055;3h21
 Clermont-Ferrand;1993;2.96644226375;46.27914713875;3h21
 Clermont-Ferrand;1994;2.9664423475;46.2791472225;3h21
 Clermont-Ferrand;1995;2.97258812708333;46.2535327520833;3h23
 Clermont-Ferrand;1996;2.97258821166667;46.2535328366667;3h23
 Clermont-Ferrand;1997;2.97258829625;46.25353292125;3h23
 Clermont-Ferrand;1998;2.97873407916667;46.2279184541667;3h25
 Clermont-Ferrand;1999;2.93264142083333;46.4200276708333;3h10
 Clermont-Ferrand;2000;2.97258855;46.253533175;3h23
 Clermont-Ferrand;2001;2.93878728;46.39441328;3h12
 Clermont-Ferrand;2002;2.9295688075;46.4328351825;3h09
 Clermont-Ferrand;2003;2.92956888625;46.43283526125;3h09
 Clermont-Ferrand;2004;2.929568965;46.43283534;3h09
 Clermont-Ferrand;2005;2.92956904375;46.43283541875;3h09
 Clermont-Ferrand;2006;2.9295691225;46.4328354975;3h09
 Clermont-Ferrand;2007;2.92342349541667;46.4584501204167;3h07
 Clermont-Ferrand;2008;2.89884074666667;46.5609083716667;2h59
 Clermont-Ferrand;2009;2.89884082125;46.56090844625;2h59
 Clermont-Ferrand;2010;2.89884089583333;46.5609085208333;2h59
 Clermont-Ferrand;2011;2.89884097041667;46.5609085954167;2h59
 Clermont-Ferrand;2012;2.898841045;46.56090867;2h59
 Clermont-Ferrand;2013;2.89884111958333;46.5609087445833;2h59
 Clermont-Ferrand;2014;2.89884119416667;46.5609088191667;2h59
 Clermont-Ferrand;2015;2.91420555;46.49687255;3h04
 Clermont-Ferrand;2016;2.92956991;46.432836285;3h09
 Clermont-Ferrand;2017;2.93264284583333;46.4200290958333;3h10
 Dijon;1958;5.0166707;47.3166707;2h26
 Dijon;1959;5.0166708;47.3166708;2h26
 Dijon;1960;4.96185163493151;47.3482477308219;2h23
 Dijon;1961;4.94357864383562;47.3587734383562;2h22
 Dijon;1962;4.94357874109589;47.3587735356164;2h22
 Dijon;1963;4.98012501917808;47.3377224164384;2h24
 Dijon;1964;4.98012511780822;47.3377225150685;2h24
 Dijon;1965;4.96185212465753;47.3482482205479;2h23
 Dijon;1966;4.96185222260274;47.3482483184931;2h23
 Dijon;1967;4.96185232054795;47.3482484164384;2h23
 Dijon;1968;4.96185241849315;47.3482485143836;2h23
 Dijon;1969;4.90703323287671;47.3798254246575;2h20
 Dijon;1970;4.83394094794521;47.4219279342466;2h16
 Dijon;1971;4.83394104109589;47.4219280273973;2h16
 Dijon;1972;4.79739494109589;47.4429793246575;2h14
 Dijon;1973;4.92530671369863;47.3693002068493;2h21
 Dijon;1974;4.85221441849315;47.4114027061644;2h17
 Dijon;1975;4.85221451232877;47.4114028;2h17
 Dijon;1976;4.85221460616438;47.4114028938356;2h17
 Dijon;1977;4.8704878;47.4008773890411;2h18
 Dijon;1978;4.87048789452055;47.4008774835616;2h18
 Dijon;1979;4.90703419178082;47.3798263835616;2h20
 Dijon;1980;4.92530738972603;47.3693008828767;2h21
 Dijon;1981;4.90703438356164;47.3798265753425;2h20
 Dijon;1982;4.72430344520548;47.4850826232877;2h10
 Dijon;1983;4.72430353424657;47.4850827123288;2h10
 Dijon;1984;4.10301806027397;47.8429529917808;1h36
 Dijon;1985;4.1030181260274;47.8429530575342;1h36
 Dijon;1986;4.10301819178082;47.8429531232877;1h36
 Dijon;1987;4.10301825753425;47.8429531890411;1h36
 Dijon;1988;4.10301832328767;47.8429532547945;1h36
 Dijon;1989;4.1030183890411;47.8429533205479;1h36
 Dijon;1990;4.10301845479452;47.8429533863014;1h36
 Dijon;1991;4.10301852054794;47.8429534520548;1h36
 Dijon;1992;4.10301858630137;47.8429535178082;1h36
 Dijon;1993;4.10301865205479;47.8429535835616;1h36
 Dijon;1994;4.10301871780822;47.8429536493151;1h36
 Dijon;1995;4.15783812054795;47.8113769561644;1h39
 Dijon;1996;4.17611130136986;47.8008514383562;1h40
 Dijon;1997;4.12129202876712;47.8324282616438;1h37
 Dijon;1998;4.17611143835616;47.8008515753425;1h40
 Dijon;1999;4.15783839178082;47.8113772273973;1h39
 Dijon;2000;4.15783845958904;47.8113772952055;1h39
 Dijon;2001;4.10301917808219;47.842954109589;1h36
 Dijon;2002;4.1212923609589;47.8324285938356;1h37
 Dijon;2003;4.12129242739726;47.832428660274;1h37
 Dijon;2004;4.12129249383562;47.8324287267123;1h37
 Dijon;2005;4.13956567945205;47.8219032136986;1h38
 Dijon;2006;4.0847463869863;47.8534800171233;1h35
 Dijon;2007;4.12129269315068;47.8324289260274;1h37
 Dijon;2008;4.10301963835616;47.842954569863;1h36
 Dijon;2009;4.1212928260274;47.8324290589041;1h37
 Dijon;2010;4.12129289246575;47.8324291253425;1h37
 Dijon;2011;4.0664735890411;47.8640059178082;1h34
 Dijon;2012;4.01165428150685;47.8955827061644;1h31
 Dijon;2013;4.02992746849315;47.8850571945205;1h32
 Dijon;2014;4.02992753150685;47.8850572575342;1h32
 Dijon;2015;4.01165446849315;47.8955828931507;1h31
 Dijon;2016;4.01165453082192;47.8955829554794;1h31
 Dijon;2017;4.01165459315069;47.8955830178082;1h31
 Lille;1958;3.0585821;50.6329721;2h15
 Lille;1959;3.03229397037037;50.5670624888889;2h10
 Lille;1960;3.03229406666667;50.5670625851852;2h10
 Lille;1961;3.03229416296296;50.5670626814815;2h10
 Lille;1962;3.03229425925926;50.5670627777778;2h10
 Lille;1963;3.03229435555556;50.5670628740741;2h10
 Lille;1964;3.0060062037037;50.5011532407407;2h05
 Lille;1965;3.0060062962963;50.5011533333333;2h05
 Lille;1966;3.00600638888889;50.5011534259259;2h05
 Lille;1967;2.97971822222222;50.4352437777778;2h
 Lille;1968;2.95343004814815;50.3693341222222;1h55
 Lille;1969;2.95343013333333;50.3693342074074;1h55
 Lille;1970;2.95343021851852;50.3693342925926;1h55
 Lille;1971;2.9534303037037;50.3693343777778;1h55
 Lille;1972;2.95343038888889;50.369334462963;1h55
 Lille;1973;2.95343047407407;50.3693345481481;1h55
 Lille;1974;2.95343055925926;50.3693346333333;1h55
 Lille;1975;2.95868830222222;50.3825166725926;1h56
 Lille;1976;2.9744613637037;50.422062622963;1h59
 Lille;1977;2.97446145185185;50.4220627111111;1h59
 Lille;1978;2.93765792;50.3297891051852;1h52
 Lille;1979;2.93765800296296;50.3297891881481;1h52
 Lille;1980;2.94817340888889;50.3561531866667;1h54
 Lille;1981;2.96920414222222;50.4088811051852;1h58
 Lille;1982;2.97446189259259;50.4220631518519;1h59
 Lille;1983;2.97446198074074;50.42206324;1h59
 Lille;1984;2.97971973333333;50.4352452888889;2h0
 Lille;1985;2.97971982222222;50.4352453777778;2h0
 Lille;1986;2.97446224518519;50.4220635044444;1h59
 Lille;1987;2.97446233333333;50.4220635925926;1h59
 Lille;1988;2.97446242148148;50.4220636807407;1h59
 Lille;1989;2.98497784592593;50.4484276977778;2h01
 Lille;1990;3.00075094222222;50.487973682963;2h04
 Lille;1991;3.02703938222222;50.5538836044444;2h09
 Lille;1992;3.02703947777778;50.5538837;2h09
 Lille;1993;2.66426026666667;49.6443280444444;1h
 Lille;1994;2.66426031111111;49.6443280888889;1h
 Lille;1995;2.65900268296296;49.6311461644444;0h59
 Lille;1996;2.65374505333333;49.6179642385185;0h58
 Lille;1997;2.6537450962963;49.6179642814815;0h58
 Lille;1998;2.65374513925926;49.6179643244444;0h58
 Lille;1999;2.65374518222222;49.6179643674074;0h58
 Lille;2000;2.65374522518519;49.6179644103704;0h58
 Lille;2001;2.65374526814815;49.6179644533333;0h58
 Lille;2002;2.65900298888889;49.6311464703704;0h59
 Lille;2003;2.65900303259259;49.6311465140741;0h59
 Lille;2004;2.6590030762963;49.6311465577778;0h59
 Lille;2005;2.65900312;49.6311466014815;0h59
 Lille;2006;2.65374548296296;49.6179646681481;0h58
 Lille;2007;2.65374552592593;49.6179647111111;0h58
 Lille;2008;2.65374556888889;49.6179647540741;0h58
 Lille;2009;2.65374561185185;49.617964797037;0h58
 Lille;2010;2.65374565481482;49.61796484;0h58
 Lille;2011;2.65900338222222;49.6311468637037;0h59
 Lille;2012;2.65900342592593;49.6311469074074;0h59
 Lille;2013;2.65900346962963;49.6311469511111;0h59
 Lille;2014;2.65900351333333;49.6311469948148;0h59
 Lille;2015;2.65900355703704;49.6311470385185;0h59
 Lille;2016;2.65900360074074;49.6311470822222;0h59
 Lille;2017;2.66951902222222;49.6575110962963;1h01
 Lyon;1958;4.8467114;45.7484614;4h
 Lyon;1959;4.8467115;45.7484615;4h
 Lyon;1960;4.8467116;45.7484616;4h
 Lyon;1961;4.8467117;45.7484617;4h
 Lyon;1962;4.8467118;45.7484618;4h
 Lyon;1963;4.8467119;45.7484619;4h
 Lyon;1964;4.846712;45.748462;4h
 Lyon;1965;4.8467121;45.7484621;4h
 Lyon;1966;4.8467122;45.7484622;4h
 Lyon;1967;4.8467123;45.7484623;4h
 Lyon;1968;4.8467124;45.7484624;4h
 Lyon;1969;4.7842646875;45.8260861875;3h54
 Lyon;1970;4.68018509333333;45.9554590933333;3h44
 Lyon;1971;4.66977721708333;45.9683964670833;3h43
 Lyon;1972;4.68018528;45.95545928;3h44
 Lyon;1973;4.70100131416667;45.9295848141667;3h46
 Lyon;1974;4.68018546666667;45.9554594666667;3h44
 Lyon;1975;4.68018556;45.95545956;3h44
 Lyon;1976;4.68018565333333;45.9554596533333;3h44
 Lyon;1977;4.66977777458333;45.9683970245833;3h43
 Lyon;1978;4.68018584;45.95545984;3h44
 Lyon;1979;4.70100187916667;45.9295853791667;3h46
 Lyon;1980;4.70100197333333;45.9295854733333;3h46
 Lyon;1981;4.7010020675;45.9295855675;3h46
 Lyon;1982;4.11815560833333;46.6540731083333;2h50
 Lyon;1983;4.08693175541667;46.6928850054167;2h47
 Lyon;1984;3.597757;47.300937;2h
 Lyon;1985;3.59775705;47.30093705;2h
 Lyon;1986;3.5977571;47.3009371;2h
 Lyon;1987;3.59775715;47.30093715;2h
 Lyon;1988;3.5977572;47.3009372;2h
 Lyon;1989;3.59775725;47.30093725;2h
 Lyon;1990;3.5977573;47.3009373;2h
 Lyon;1991;3.59775735;47.30093735;2h
 Lyon;1992;3.5977574;47.3009374;2h
 Lyon;1993;3.59775745;47.30093745;2h
 Lyon;1994;3.5977575;47.3009375;2h
 Lyon;1995;3.59775755;47.30093755;2h
 Lyon;1996;3.5977576;47.3009376;2h
 Lyon;1997;3.63938957166667;47.2491885716667;2h
 Lyon;1998;3.5977577;47.3009377;2h
 Lyon;1999;3.639389675;47.249188675;2h04
 Lyon;2000;3.63938972666667;47.2491887266667;2h04
 Lyon;2001;3.54571793958333;47.3656241895833;1h55
 Lyon;2002;3.5457179875;47.3656242375;1h55
 Lyon;2003;3.54571803541667;47.3656242854167;1h55
 Lyon;2004;3.5353101;47.3785616;1h54
 Lyon;2005;3.52490216375;47.39149891375;1h53
 Lyon;2006;3.52490221083333;47.3914989608333;1h53
 Lyon;2007;3.54571822708333;47.3656244770833;1h55
 Lyon;2008;3.566534245;47.339749995;1h57
 Lyon;2009;3.55612630833333;47.3526873083333;1h56
 Lyon;2010;3.5665343425;47.3397500925;1h57
 Lyon;2011;3.56653439125;47.33975014125;1h57
 Lyon;2012;3.55612645333333;47.3526874533333;1h56
 Lyon;2013;3.55612650166667;47.3526875016667;1h56
 Lyon;2014;3.55612655;47.35268755;1h56
 Lyon;2015;3.56653458625;47.33975033625;1h57
 Lyon;2016;3.566534635;47.339750385;1h57
 Lyon;2017;3.56653468375;47.33975043375;1h57
 Marseille;1958;5.3810712;43.2969512;7h50
 Marseille;1959;5.27139340191489;43.4979295934043;7h33
 Marseille;1960;5.24558693319149;43.5452186991489;7h29
 Marseille;1961;5.27784523617021;43.4861075340426;7h34
 Marseille;1962;5.12300593191489;43.7698416765957;7h10
 Marseille;1963;5.12300602340425;43.7698417680851;7h10
 Marseille;1964;5.12300611489362;43.7698418595745;7h10
 Marseille;1965;5.12300620638298;43.7698419510638;7h10
 Marseille;1966;5.12300629787234;43.7698420425532;7h10
 Marseille;1967;5.11655474659574;43.7816643848936;7h09
 Marseille;1968;5.05849005106383;43.8880647319149;7h
 Marseille;1969;4.92945727659574;44.1245098297872;6h40
 Marseille;1970;4.92945736170213;44.1245099148936;6h40
 Marseille;1971;4.88429594148936;44.20726575;6h33
 Marseille;1972;4.88429602510638;44.207265833617;6h33
 Marseille;1973;4.89074775276596;44.1954436676596;6h34
 Marseille;1974;4.89074783659574;44.1954437514894;6h34
 Marseille;1975;4.89719956489362;44.1836215861702;6h35
 Marseille;1976;4.89074800425532;44.1954439191489;6h34
 Marseille;1977;4.89074808808511;44.1954440029787;6h34
 Marseille;1978;4.88429652680851;44.2072663353191;6h33
 Marseille;1979;4.91655483702128;44.1481551774468;6h38
 Marseille;1980;4.92945821276596;44.1245107659574;6h40
 Marseille;1981;4.93590994361702;44.1126886031915;6h41
 Marseille;1982;4.49719810382979;44.9166015293617;5h33
 Marseille;1983;4.47784323617021;44.9520683425532;5h30
 Marseille;1984;4.21977745106383;45.4249583021277;4h50
 Marseille;1985;4.15526104680851;45.5431808340426;4h40
 Marseille;1986;4.15526110638298;45.543180893617;4h40
 Marseille;1987;4.15526116595745;45.5431809531915;4h40
 Marseille;1988;4.15526122553191;45.543181012766;4h40
 Marseille;1989;4.15526128510638;45.5431810723404;4h40
 Marseille;1990;4.15526134468085;45.5431811319149;4h40
 Marseille;1991;4.15526140425532;45.5431811914894;4h40
 Marseille;1992;4.15526146382979;45.5431812510638;4h40
 Marseille;1993;4.16171317170213;45.5313590653192;4h41
 Marseille;1994;4.01977696425532;45.7914485174468;4h19
 Marseille;1995;4.04558361425532;45.7441595929787;4h23
 Marseille;1996;4.04558367021277;45.7441596489362;4h23
 Marseille;1997;4.05848702446809;45.7205152159574;4h25
 Marseille;1998;4.06493873021277;45.7086930280851;4h26
 Marseille;1999;4.0262288893617;45.7796265489362;4h20
 Marseille;2000;4.01332564510638;45.8032710919149;4h18
 Marseille;2001;3.510097;46.7254061489362;3h
 Marseille;2002;3.51009703829787;46.725406187234;3h
 Marseille;2003;3.51009707659574;46.7254062255319;3h
 Marseille;2004;3.51009711489362;46.7254062638298;3h
 Marseille;2005;3.51009715319149;46.7254063021277;3h
 Marseille;2006;3.51009719148936;46.7254063404255;3h
 Marseille;2007;3.52945218361702;46.6899396517021;3h03
 Marseille;2008;3.52300057106383;46.701761932766;3h02
 Marseille;2009;3.52300060978723;46.7017619714894;3h02
 Marseille;2010;3.52945230042553;46.6899397685106;3h03
 Marseille;2011;3.51654903510638;46.7135842904255;3h01
 Marseille;2012;3.54235568297872;46.6662953638298;3h05
 Marseille;2013;3.54235572234043;46.6662954031915;3h05
 Marseille;2014;3.54235576170213;46.6662954425532;3h05
 Marseille;2015;3.54235580106383;46.6662954819149;3h05
 Marseille;2016;3.54235584042553;46.6662955212766;3h05
 Marseille;2017;3.54235587978723;46.6662955606383;3h05
 Montpellier;1958;3.8772301;43.6109201;8h28
 Montpellier;1959;3.8772301;43.6109201;8h28
 Montpellier;1960;3.85917787480315;43.6728393708661;8h22
 Montpellier;1961;3.67564598877953;44.3023510281496;8h22
 Montpellier;1962;3.67564598877953;44.3023510281496;8h22
 Montpellier;1963;3.67564598877953;44.3023510281496;7h21
 Montpellier;1964;3.67564607559055;44.3023511149606;7h21
 Montpellier;1965;3.69068976968504;44.2507518956693;7h26
 Montpellier;1966;3.69068985748032;44.2507519834646;7h26
 Montpellier;1967;3.6846725015748;44.2713917929134;7h24
 Montpellier;1968;3.66662025669291;44.3333110440945;7h18
 Montpellier;1969;3.60945462027559;44.5293884785433;6h59
 Montpellier;1970;3.60945470275591;44.5293885610236;6h59
 Montpellier;1971;3.58839372677165;44.6016276637795;6h52
 Montpellier;1972;3.58839380787402;44.6016277448819;6h52
 Montpellier;1973;3.59742005807087;44.5706682470472;6h55
 Montpellier;1974;3.59742013976378;44.5706683287402;6h55
 Montpellier;1975;3.59742022145669;44.5706684104331;6h55
 Montpellier;1976;3.58839413228346;44.6016280692913;6h52
 Montpellier;1977;3.60945528011811;44.5293891383858;6h59
 Montpellier;1978;3.59441174251968;44.5809885141732;6h54
 Montpellier;1979;3.58237692716535;44.6222680295276;6h50
 Montpellier;1980;3.59441190551181;44.5809886771654;6h54
 Montpellier;1981;3.58538581318898;44.611948332874;6h51
 Montpellier;1982;3.35371408425197;45.4065774700787;5h34
 Montpellier;1983;3.3356618;45.4684966818898;5h28
 Montpellier;1984;3.21230413149606;45.8916109031496;4h47
 Montpellier;1985;3.17619948326772;46.0154492470472;4h35
 Montpellier;1986;3.17619953740158;46.0154493011811;4h35
 Montpellier;1987;3.19124322047244;45.9638500708661;4h40
 Montpellier;1988;3.19124327559055;45.9638501259843;4h40
 Montpellier;1989;3.19124333070866;45.9638501811024;4h40
 Montpellier;1990;3.19124338582677;45.9638502362205;4h40
 Montpellier;1991;3.18823471437008;45.9741701474409;4h39
 Montpellier;1992;3.18823476929134;45.9741702023622;4h39
 Montpellier;1993;3.1882348242126;45.9741702572835;4h39
 Montpellier;1994;3.09797306417323;46.283765977559;4h09
 Montpellier;1995;3.09797311318898;46.2837660265748;4h09
 Montpellier;1996;3.10098188976378;46.2734462204724;4h10
 Montpellier;1997;3.11301685;46.23216685;4h14
 Montpellier;1998;3.12204308385827;46.2012073358268;4h17
 Montpellier;1999;3.12204313444882;46.2012073864173;4h17
 Montpellier;2000;3.12806064173228;46.1805677283465;4h19
 Montpellier;2001;2.9415195230315;46.8203987356299;3h17
 Montpellier;2002;2.93249337559055;46.8513583362205;3h14
 Montpellier;2003;2.93851087165354;46.8307186669291;3h16
 Montpellier;2004;2.93851091023622;46.8307187055118;3h16
 Montpellier;2005;2.9385109488189;46.8307187440945;3h16
 Montpellier;2006;2.93851098740157;46.8307187826772;3h16
 Montpellier;2007;2.94452848543307;46.8100791153543;3h18
 Montpellier;2008;2.94452852440945;46.8100791543307;3h18
 Montpellier;2009;2.94452856338583;46.8100791933071;3h18
 Montpellier;2010;2.94452860236221;46.8100792322835;3h18
 Montpellier;2011;2.94753737185039;46.7997594190945;3h19
 Montpellier;2012;2.94753741102362;46.7997594582677;3h19
 Montpellier;2013;2.94753745019685;46.7997594974409;3h19
 Montpellier;2014;2.94753748937008;46.7997595366142;3h19
