Ville,Zone,Annee,longpoly,latpoly,longcote,latcote
 Nice,4h,2002,5.882175713,45.15261086,4.8467114,45.7484614
 Nice,4h,2003,5.89278645,45.14149735,4.8467114,45.7484614
 Nice,4h,2004,5.914200266,45.11906888,4.8467114,45.7484614
 Nice,4h,2005,5.957813725,45.07338886,4.8467114,45.7484614
 Nice,4h,2006,5.98002304,45.05012719,4.8467114,45.7484614
 Nice,4h,2007,5.935874432,45.09636771,4.8467114,45.7484614
 Nice,4h,2008,5.935874432,45.09636771,4.8467114,45.7484614
 Nice,4h,2009,5.871628322,45.16365802,4.8467114,45.7484614
 Nice,4h,2010,5.861143714,45.17463943,4.8467114,45.7484614
 Nice,4h,2011,5.850721329,45.18555566,4.8467114,45.7484614
 Nice,4h,2012,5.850721329,45.18555566,4.8467114,45.7484614
 Nice,4h,2013,5.861143714,45.17463943,4.8467114,45.7484614
 Nice,4h,2014,5.861143714,45.17463943,4.8467114,45.7484614
 Nice,4h,2015,5.861143714,45.17463943,4.8467114,45.7484614
 Nice,4h,2016,5.882175713,45.15261086,4.8467114,45.7484614
 Nice,4h,2017,5.89278645,45.14149735,4.8467114,45.7484614
 Rennes,4h,1958,-1.592186416,48.12711152,-1.39727504,47.28269784
 Rennes,4h,1959,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1960,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1961,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1962,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1963,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1964,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1965,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1966,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1967,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1968,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1969,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1970,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1971,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1972,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1973,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1974,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1975,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1976,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1977,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1978,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1979,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1980,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1981,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1982,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1983,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1984,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1985,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1986,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1987,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1988,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1989,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1990,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1991,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1992,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1993,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1994,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1995,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1996,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1997,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1998,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,1999,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2000,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2001,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2002,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2003,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2004,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2005,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2006,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2007,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2008,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2009,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2010,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2011,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2012,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2013,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2014,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2015,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2016,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rennes,4h,2017,-1.6742903,48.1119803,-1.5533615,47.2172515
 Rouen,4h,1958,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1959,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1960,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1961,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1962,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1963,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1964,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1965,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1966,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1967,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1968,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1969,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1970,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1971,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1972,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1973,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1974,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1975,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1976,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1977,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1978,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1979,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1980,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1981,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1982,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1983,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1984,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1985,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1986,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1987,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1988,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1989,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1990,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1991,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1992,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1993,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1994,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1995,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1996,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1997,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1998,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,1999,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2000,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2001,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2002,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2003,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2004,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2005,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2006,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2007,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2008,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2009,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2010,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2011,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2012,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2013,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2014,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2015,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2016,1.09932,49.44313,-0.3591201,49.1858501
 Rouen,4h,2017,1.09932,49.44313,-0.3591201,49.1858501
 Strasbourg,4h,1958,6.51348072,48.64544506,3.0585821,50.6329721
 Strasbourg,4h,1959,6.51348072,48.64544506,3.0585821,50.6329721
 Strasbourg,4h,1960,6.51348072,48.64544506,3.0585821,50.6329721
 Strasbourg,4h,1961,7.007849295,48.62075858,3.0585821,50.6329721
 Strasbourg,4h,1962,7.509021928,48.59573233,3.0585821,50.6329721
 Strasbourg,4h,1963,7.509021928,48.59573233,3.0585821,50.6329721
 Strasbourg,4h,1964,7.448074425,48.59877576,3.0585821,50.6329721
 Strasbourg,4h,1965,7.509021928,48.59573233,3.0585821,50.6329721
 Strasbourg,4h,1966,7.509021928,48.59573233,3.0585821,50.6329721
 Strasbourg,4h,1967,7.448074425,48.59877576,3.0585821,50.6329721
 Strasbourg,4h,1968,7.657061082,48.58833993,3.0585821,50.6329721
 Strasbourg,4h,1969,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1970,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1971,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1972,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1973,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1974,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1975,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1976,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1977,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1978,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1979,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1980,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1981,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1982,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1983,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1984,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1985,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1986,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1987,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1988,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1989,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1990,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1991,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1992,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1993,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1994,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1995,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1996,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1997,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1998,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,1999,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2000,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2001,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2002,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2003,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2004,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2005,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2006,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2007,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2008,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2009,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2010,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2011,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2012,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2013,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2014,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2015,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2016,7.7455321,48.5839221,3.0585821,50.6329721
 Strasbourg,4h,2017,7.7455321,48.5839221,3.0585821,50.6329721
 Toulouse,4h,1958,1.874496699,46.10276434,3.070892961,46.37664312
 Toulouse,4h,1959,1.862824805,46.03507507,3.070892961,46.37664312
 Toulouse,4h,1960,1.831583543,45.8538964,3.079523554,46.34704033
 Toulouse,4h,1961,1.831583543,45.8538964,3.180598694,46.00035427
 Toulouse,4h,1962,1.812427378,45.7428033,3.180598694,46.00035427
 Toulouse,4h,1963,1.827862561,45.83231717,3.180598694,46.00035427
 Toulouse,4h,1964,1.812427378,45.7428033,3.180598694,46.00035427
 Toulouse,4h,1965,1.812427378,45.7428033,3.171273596,46.0323392
 Toulouse,4h,1966,1.80572272,45.70392072,3.171273596,46.0323392
 Toulouse,4h,1967,1.7453808,45.35397747,3.174978432,46.01963168
 Toulouse,4h,1968,1.7453808,45.35397747,3.186295945,45.98081279
 Toulouse,4h,1969,1.7453808,45.35397747,3.224273088,45.85055182
 Toulouse,4h,1970,1.7453808,45.35397747,3.224273088,45.85055182
 Toulouse,4h,1971,1.738600809,45.314658,3.239147631,45.79953239
 Toulouse,4h,1972,1.738600809,45.314658,3.239147631,45.79953239
 Toulouse,4h,1973,1.738600809,45.314658,3.232711383,45.82160861
 Toulouse,4h,1974,1.738600809,45.314658,3.232711383,45.82160861
 Toulouse,4h,1975,1.743699967,45.34422974,3.232711383,45.82160861
 Toulouse,4h,1976,1.743699967,45.34422974,3.239147631,45.79953239
 Toulouse,4h,1977,1.743699967,45.34422974,3.224273088,45.85055182
 Toulouse,4h,1978,1.748714608,45.37331135,3.234846435,45.81428542
 Toulouse,4h,1979,1.748714608,45.37331135,3.24349079,45.78463542
 Toulouse,4h,1980,1.748714608,45.37331135,3.234846435,45.81428542
 Toulouse,4h,1981,1.748714608,45.37331135,3.241313927,45.79210203
 Toulouse,4h,1982,1.743699967,45.34422974,3.447073126,45.08635139
 Toulouse,4h,1983,1.743699967,45.34422974,3.467163488,45.01744178
 Toulouse,4h,1984,1.743699967,45.34422974,3.6269297,44.46944632
 Toulouse,4h,1985,1.743699967,45.34422974,3.682702633,44.27814609
 Toulouse,4h,1986,1.743699967,45.34422974,3.682702633,44.27814609
 Toulouse,4h,1987,1.743699967,45.34422974,3.658882943,44.35984723
 Toulouse,4h,1988,1.743699967,45.34422974,3.658882943,44.35984723
 Toulouse,4h,1989,1.748714608,45.37331135,3.658882943,44.35984723
 Toulouse,4h,1990,1.748714608,45.37331135,3.658882943,44.35984723
 Toulouse,4h,1991,1.761689427,45.44855672,3.663578581,44.34374127
 Toulouse,4h,1992,1.775631367,45.52941076,3.663578581,44.34374127
 Toulouse,4h,1993,1.784563865,45.58121335,3.663578581,44.34374127
 Toulouse,4h,1994,1.778640126,45.54685957,3.821985639,43.80040769
 Toulouse,4h,1995,1.753646816,45.4019149,3.821985639,43.80040769
 Toulouse,4h,1996,1.753646816,45.4019149,3.816092896,43.8206197
 Toulouse,4h,1997,1.758498609,45.43005209,3.792985921,43.89987624
 Toulouse,4h,1998,1.7830945,45.572692,3.77612772,43.95769959
 Toulouse,4h,1999,1.780132691,45.55551547,3.77612772,43.95769959
 Toulouse,4h,2000,1.778640126,45.54685957,3.765105884,43.9955043
 Toulouse,4h,2001,1.743699967,45.34422974,3.8772301,43.6109201
 Toulouse,4h,2002,1.742009743,45.33442756,3.8772301,43.6109201
 Toulouse,4h,2003,1.743699967,45.34422974,3.8772301,43.6109201
 Toulouse,4h,2004,1.742009743,45.33442756,3.8772301,43.6109201
 Toulouse,4h,2005,1.758498609,45.43005209,3.8772301,43.6109201
 Toulouse,4h,2006,1.750367736,45.3828984,3.8772301,43.6109201
 Toulouse,4h,2007,1.763271935,45.45773423,3.8772301,43.6109201
 Toulouse,4h,2008,1.769517568,45.49395477,3.8772301,43.6109201
 Toulouse,4h,2009,1.764845935,45.46686239,3.8772301,43.6109201
 Toulouse,4h,2010,1.764845935,45.46686239,3.8772301,43.6109201
 Toulouse,4h,2011,1.764845935,45.46686239,3.8772301,43.6109201
 Toulouse,4h,2012,1.764845935,45.46686239,3.8772301,43.6109201
 Toulouse,4h,2013,1.764845935,45.46686239,3.8772301,43.6109201
 Toulouse,4h,2014,1.680397194,44.9771155,3.8772301,43.6109201
 Toulouse,4h,2015,1.682447509,44.98900598,3.8772301,43.6109201
 Toulouse,4h,2016,1.684485284,45.00082372,3.8772301,43.6109201
 Toulouse,4h,2017,1.503543533,43.95148116,3.8772301,43.6109201
