Ville,Zone,Annee,longpoly,latpoly,longcote,latcote
 Dijon,4h,1973,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1974,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1975,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1976,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1977,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1978,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1979,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1980,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1981,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1982,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1983,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1984,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1985,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1986,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1987,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1988,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1989,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1990,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1991,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1992,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1993,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1994,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1995,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1996,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1997,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1998,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,1999,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2000,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2001,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2002,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2003,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2004,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2005,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2006,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2007,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2008,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2009,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2010,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2011,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2012,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2013,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2014,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2015,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2016,5.0166707,47.3166707,7.7455321,48.5839221
 Dijon,4h,2017,5.0166707,47.3166707,7.7455321,48.5839221
 Lille,4h,1958,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1959,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1960,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1961,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1962,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1963,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1964,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1965,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1966,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1967,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1968,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1969,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1970,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1971,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1972,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1973,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1974,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1975,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1976,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1977,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1978,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1979,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1980,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1981,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1982,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1983,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1984,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1985,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1986,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1987,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1988,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1989,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1990,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1991,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1992,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1993,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1994,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1995,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1996,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1997,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1998,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,1999,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2000,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2001,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2002,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2003,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2004,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2005,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2006,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2007,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2008,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2009,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2010,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2011,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2012,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2013,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2014,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2015,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2016,3.0585821,50.6329721,1.09932,49.44313
 Lille,4h,2017,3.0585821,50.6329721,1.09932,49.44313
 Lyon,4h,1958,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1959,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1960,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1961,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1962,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1963,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1964,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1965,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1966,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1967,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1968,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1969,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1970,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1971,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1972,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1973,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1974,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1975,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1976,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1977,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1978,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1979,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1980,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1981,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1982,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1983,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1984,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1985,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1986,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1987,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1988,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1989,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1990,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1991,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1992,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1993,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1994,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1995,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1996,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1997,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1998,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,1999,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2000,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2001,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2002,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2003,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2004,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2005,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2006,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2007,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2008,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2009,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2010,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2011,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2012,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2013,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2014,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2015,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2016,4.8467114,45.7484614,5.0166707,47.3166707
 Lyon,4h,2017,4.8467114,45.7484614,5.0166707,47.3166707
 Marseille,4h,1958,3.897193804,46.01606934,4.178486028,46.93702719
 Marseille,4h,1959,3.955301298,45.90959077,4.178486028,46.93702719
 Marseille,4h,1960,3.969613114,45.88336521,4.222049981,46.89139903
 Marseille,4h,1961,3.951762749,45.91607495,4.222049981,46.89139903
 Marseille,4h,1962,4.041230437,45.75213067,4.222049981,46.89139903
 Marseille,4h,1963,4.041230437,45.75213067,4.255338753,46.85653292
 Marseille,4h,1964,4.041230437,45.75213067,4.249198531,46.86296409
 Marseille,4h,1965,4.041230437,45.75213067,4.249198531,46.86296409
 Marseille,4h,1966,4.041230437,45.75213067,4.299457005,46.8103242
 Marseille,4h,1967,4.045175497,45.74490158,4.289832053,46.82040521
 Marseille,4h,1968,4.0815264,45.67829069,4.355853551,46.75125539
 Marseille,4h,1969,4.16816272,45.51953472,4.510242286,46.58955119
 Marseille,4h,1970,4.16816272,45.51953472,4.526193889,46.57284374
 Marseille,4h,1971,4.200568672,45.46015272,4.526193889,46.57284374
 Marseille,4h,1972,4.200568672,45.46015272,4.542382691,46.55588786
 Marseille,4h,1973,4.195868751,45.46876505,4.522183956,46.57704368
 Marseille,4h,1974,4.195868751,45.46876505,4.530218647,46.56862828
 Marseille,4h,1975,4.191192628,45.47733377,4.522183956,46.57704368
 Marseille,4h,1976,4.195868751,45.46876505,4.522183956,46.57704368
 Marseille,4h,1977,4.195868751,45.46876505,4.530218647,46.56862828
 Marseille,4h,1978,4.200568672,45.46015272,4.530218647,46.56862828
 Marseille,4h,1979,4.177305246,45.50278158,4.510242286,46.58955119
 Marseille,4h,1980,4.16816272,45.51953472,4.490628472,46.61009437
 Marseille,4h,1981,4.163625656,45.52784862,4.490628472,46.61009437
 Marseille,4h,1982,4.534220685,44.84875501,4.762189546,46.3256658
 Marseille,4h,1983,4.554088145,44.81234905,4.767135016,46.320486
 Marseille,4h,1984,4.858265821,44.25496134,5.030953382,46.04416702
 Marseille,4h,1985,4.9478896,44.09073103,5.061782731,46.01187687
 Marseille,4h,1986,4.9478896,44.09073103,5.074313829,45.998752
 Marseille,4h,1987,4.9478896,44.09073103,5.185693,45.88209531
 Marseille,4h,1988,4.9478896,44.09073103,5.158674971,45.91039354
 Marseille,4h,1989,4.9478896,44.09073103,5.178889899,45.88922076
 Marseille,4h,1990,4.9478896,44.09073103,5.178889899,45.88922076
 Marseille,4h,1991,4.9478896,44.09073103,5.185693,45.88209531
 Marseille,4h,1992,4.9478896,44.09073103,5.178889899,45.88922076
 Marseille,4h,1993,4.938640171,44.10768006,5.172119349,45.89631212
 Marseille,4h,1994,5.158626595,43.70456787,5.3748192,45.68400766
 Marseille,4h,1995,5.115891589,43.78287725,5.336515159,45.72412668
 Marseille,4h,1996,5.115891589,43.78287725,5.390417237,45.66767054
 Marseille,4h,1997,5.095007879,43.82114543,5.406176912,45.65116411
 Marseille,4h,1998,5.084683789,43.84006371,5.328970424,45.73202891
 Marseille,4h,1999,5.147819569,43.72437111,5.359380327,45.70017808
 Marseille,4h,2000,5.169517395,43.68461112,5.36708002,45.69211355
 Marseille,4h,2001,5.3810712,43.2969512,5.89278645,45.14149735
 Marseille,4h,2002,5.3810712,43.2969512,5.882175713,45.15261086
 Marseille,4h,2003,5.3810712,43.2969512,5.89278645,45.14149735
 Marseille,4h,2004,5.3810712,43.2969512,5.914200266,45.11906888
 Marseille,4h,2005,5.3810712,43.2969512,5.957813725,45.07338886
 Marseille,4h,2006,5.3810712,43.2969512,5.98002304,45.05012719
 Marseille,4h,2007,5.3810712,43.2969512,5.935874432,45.09636771
 Marseille,4h,2008,5.3810712,43.2969512,5.935874432,45.09636771
 Marseille,4h,2009,5.3810712,43.2969512,5.871628322,45.16365802
 Marseille,4h,2010,5.3810712,43.2969512,5.861143714,45.17463943
 Marseille,4h,2011,5.3810712,43.2969512,5.850721329,45.18555566
 Marseille,4h,2012,5.3810712,43.2969512,5.850721329,45.18555566
 Marseille,4h,2013,5.3810712,43.2969512,5.861143714,45.17463943
 Marseille,4h,2014,5.3810712,43.2969512,5.861143714,45.17463943
 Marseille,4h,2015,5.3810712,43.2969512,5.861143714,45.17463943
 Marseille,4h,2016,5.3810712,43.2969512,5.882175713,45.15261086
 Marseille,4h,2017,5.3810712,43.2969512,5.89278645,45.14149735
 Montpellier,4h,1958,3.070892961,46.37664312,3.897193804,46.01606934
 Montpellier,4h,1959,3.070892961,46.37664312,3.955301298,45.90959077
 Montpellier,4h,1960,3.079523554,46.34704033,3.969613114,45.88336521
 Montpellier,4h,1961,3.180598694,46.00035427,3.951762749,45.91607495
 Montpellier,4h,1962,3.180598694,46.00035427,4.041230437,45.75213067
 Montpellier,4h,1963,3.180598694,46.00035427,4.041230437,45.75213067
 Montpellier,4h,1964,3.180598694,46.00035427,4.041230437,45.75213067
 Montpellier,4h,1965,3.171273596,46.0323392,4.041230437,45.75213067
 Montpellier,4h,1966,3.171273596,46.0323392,4.041230437,45.75213067
 Montpellier,4h,1967,3.174978432,46.01963168,4.045175497,45.74490158
 Montpellier,4h,1968,3.186295945,45.98081279,4.0815264,45.67829069
 Montpellier,4h,1969,3.224273088,45.85055182,4.16816272,45.51953472
 Montpellier,4h,1970,3.224273088,45.85055182,4.16816272,45.51953472
 Montpellier,4h,1971,3.239147631,45.79953239,4.200568672,45.46015272
 Montpellier,4h,1972,3.239147631,45.79953239,4.200568672,45.46015272
 Montpellier,4h,1973,3.232711383,45.82160861,4.195868751,45.46876505
 Montpellier,4h,1974,3.232711383,45.82160861,4.195868751,45.46876505
 Montpellier,4h,1975,3.232711383,45.82160861,4.191192628,45.47733377
 Montpellier,4h,1976,3.239147631,45.79953239,4.195868751,45.46876505
 Montpellier,4h,1977,3.224273088,45.85055182,4.195868751,45.46876505
 Montpellier,4h,1978,3.234846435,45.81428542,4.200568672,45.46015272
 Montpellier,4h,1979,3.24349079,45.78463542,4.177305246,45.50278158
 Montpellier,4h,1980,3.234846435,45.81428542,4.16816272,45.51953472
 Montpellier,4h,1981,3.241313927,45.79210203,4.163625656,45.52784862
 Montpellier,4h,1982,3.447073126,45.08635139,4.534220685,44.84875501
 Montpellier,4h,1983,3.467163488,45.01744178,4.554088145,44.81234905
 Montpellier,4h,1984,3.6269297,44.46944632,4.858265821,44.25496134
 Montpellier,4h,1985,3.682702633,44.27814609,4.9478896,44.09073103
 Montpellier,4h,1986,3.682702633,44.27814609,4.9478896,44.09073103
 Montpellier,4h,1987,3.658882943,44.35984723,4.9478896,44.09073103
 Montpellier,4h,1988,3.658882943,44.35984723,4.9478896,44.09073103
 Montpellier,4h,1989,3.658882943,44.35984723,4.9478896,44.09073103
 Montpellier,4h,1990,3.658882943,44.35984723,4.9478896,44.09073103
 Montpellier,4h,1991,3.663578581,44.34374127,4.9478896,44.09073103
 Montpellier,4h,1992,3.663578581,44.34374127,4.9478896,44.09073103
 Montpellier,4h,1993,3.663578581,44.34374127,4.938640171,44.10768006
 Montpellier,4h,1994,3.821985639,43.80040769,5.158626595,43.70456787
 Montpellier,4h,1995,3.821985639,43.80040769,5.115891589,43.78287725
 Montpellier,4h,1996,3.816092896,43.8206197,5.115891589,43.78287725
 Montpellier,4h,1997,3.792985921,43.89987624,5.095007879,43.82114543
 Montpellier,4h,1998,3.77612772,43.95769959,5.084683789,43.84006371
 Montpellier,4h,1999,3.77612772,43.95769959,5.147819569,43.72437111
 Montpellier,4h,2000,3.765105884,43.9955043,5.169517395,43.68461112
 Montpellier,4h,2001,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2002,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2003,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2004,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2005,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2006,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2007,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2008,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2009,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2010,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2011,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2012,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2013,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2014,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2015,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2016,3.8772301,43.6109201,5.3810712,43.2969512
 Montpellier,4h,2017,3.8772301,43.6109201,5.3810712,43.2969512
 Nantes,4h,1958,-1.39727504,47.28269784,-0.010369477,45.62148954
 Nantes,4h,1959,-1.5533615,47.2172515,-0.092285083,45.50927008
 Nantes,4h,1960,-1.5533615,47.2172515,-0.135413795,45.45018634
 Nantes,4h,1961,-1.5533615,47.2172515,-0.135413795,45.45018634
 Nantes,4h,1962,-1.5533615,47.2172515,-0.135413795,45.45018634
 Nantes,4h,1963,-1.5533615,47.2172515,-0.135413795,45.45018634
 Nantes,4h,1964,-1.5533615,47.2172515,-0.135413795,45.45018634
 Nantes,4h,1965,-1.5533615,47.2172515,-0.135413795,45.45018634
 Nantes,4h,1966,-1.5533615,47.2172515,-0.135413795,45.45018634
 Nantes,4h,1967,-1.5533615,47.2172515,-0.274455612,45.2597074
 Nantes,4h,1968,-1.5533615,47.2172515,-0.355171169,45.14913194
 Nantes,4h,1969,-1.5533615,47.2172515,-0.429984601,45.04664203
 Nantes,4h,1970,-1.5533615,47.2172515,-0.429984601,45.04664203
 Nantes,4h,1971,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1972,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1973,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1974,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1975,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1976,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1977,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1978,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1979,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1980,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1981,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1982,-1.5533615,47.2172515,-0.556292992,44.87360712
 Nantes,4h,1983,-1.5533615,47.2172515,-0.544337877,44.88998491
 Nantes,4h,1984,-1.5533615,47.2172515,-0.497485441,44.95416994
 Nantes,4h,1985,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1986,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1987,-1.5533615,47.2172515,-0.56834732,44.85709342
 Nantes,4h,1988,-1.5533615,47.2172515,-0.556292992,44.87360712
 Nantes,4h,1989,-1.5533615,47.2172515,-0.429984601,45.04664203
 Nantes,4h,1990,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1991,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1992,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1993,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1994,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1995,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1996,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1997,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1998,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,1999,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2000,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2001,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2002,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2003,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2004,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2005,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2006,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2007,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2008,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2009,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2010,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2011,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2012,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2013,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2014,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2015,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2016,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nantes,4h,2017,-1.5533615,47.2172515,-0.5805021,44.8404421
 Nice,4h,1958,4.178486028,46.93702719,4.8467114,45.7484614
 Nice,4h,1959,4.178486028,46.93702719,4.8467114,45.7484614
 Nice,4h,1960,4.222049981,46.89139903,4.8467114,45.7484614
 Nice,4h,1961,4.222049981,46.89139903,4.8467114,45.7484614
 Nice,4h,1962,4.222049981,46.89139903,4.8467114,45.7484614
 Nice,4h,1963,4.255338753,46.85653292,4.8467114,45.7484614
 Nice,4h,1964,4.249198531,46.86296409,4.8467114,45.7484614
 Nice,4h,1965,4.249198531,46.86296409,4.8467114,45.7484614
 Nice,4h,1966,4.299457005,46.8103242,4.8467114,45.7484614
 Nice,4h,1967,4.289832053,46.82040521,4.8467114,45.7484614
 Nice,4h,1968,4.355853551,46.75125539,4.8467114,45.7484614
 Nice,4h,1969,4.510242286,46.58955119,4.8467114,45.7484614
 Nice,4h,1970,4.526193889,46.57284374,4.8467114,45.7484614
 Nice,4h,1971,4.526193889,46.57284374,4.8467114,45.7484614
 Nice,4h,1972,4.542382691,46.55588786,4.8467114,45.7484614
 Nice,4h,1973,4.522183956,46.57704368,4.8467114,45.7484614
 Nice,4h,1974,4.530218647,46.56862828,4.8467114,45.7484614
 Nice,4h,1975,4.522183956,46.57704368,4.8467114,45.7484614
 Nice,4h,1976,4.522183956,46.57704368,4.8467114,45.7484614
 Nice,4h,1977,4.530218647,46.56862828,4.8467114,45.7484614
 Nice,4h,1978,4.530218647,46.56862828,4.8467114,45.7484614
 Nice,4h,1979,4.510242286,46.58955119,4.8467114,45.7484614
 Nice,4h,1980,4.490628472,46.61009437,4.8467114,45.7484614
 Nice,4h,1981,4.490628472,46.61009437,4.8467114,45.7484614
 Nice,4h,1982,4.762189546,46.3256658,4.8467114,45.7484614
 Nice,4h,1983,4.767135016,46.320486,4.8467114,45.7484614
 Nice,4h,1984,5.030953382,46.04416702,4.8467114,45.7484614
 Nice,4h,1985,5.061782731,46.01187687,4.8467114,45.7484614
 Nice,4h,1986,5.074313829,45.998752,4.8467114,45.7484614
 Nice,4h,1987,5.185693,45.88209531,4.8467114,45.7484614
 Nice,4h,1988,5.158674971,45.91039354,4.8467114,45.7484614
 Nice,4h,1989,5.178889899,45.88922076,4.8467114,45.7484614
 Nice,4h,1990,5.178889899,45.88922076,4.8467114,45.7484614
 Nice,4h,1991,5.185693,45.88209531,4.8467114,45.7484614
 Nice,4h,1992,5.178889899,45.88922076,4.8467114,45.7484614
 Nice,4h,1993,5.172119349,45.89631212,4.8467114,45.7484614
 Nice,4h,1994,5.3748192,45.68400766,4.8467114,45.7484614
 Nice,4h,1995,5.336515159,45.72412668,4.8467114,45.7484614
 Nice,4h,1996,5.390417237,45.66767054,4.8467114,45.7484614
 Nice,4h,1997,5.406176912,45.65116411,4.8467114,45.7484614
 Nice,4h,1998,5.328970424,45.73202891,4.8467114,45.7484614
 Nice,4h,1999,5.359380327,45.70017808,4.8467114,45.7484614
 Nice,4h,2000,5.36708002,45.69211355,4.8467114,45.7484614
 Nice,4h,2001,5.89278645,45.14149735,4.8467114,45.7484614
