Ville,Annee,Longitude,Latitude
 RENNES,1966,-0.617906545,48.30666504
 RENNES,1967,-0.617906545,48.30666504
 RENNES,1968,-0.617906545,48.30666504
 RENNES,1969,-0.601515902,48.30968573
 RENNES,1970,-0.601515902,48.30968573
 RENNES,1971,-0.519562682,48.32478918
 RENNES,1972,-0.519562682,48.32478918
 RENNES,1973,-0.55234397,48.3187478
 RENNES,1974,-0.55234397,48.3187478
 RENNES,1975,-0.55234397,48.3187478
 RENNES,1976,-0.568734614,48.31572711
 RENNES,1977,-0.568734614,48.31572711
 RENNES,1978,-0.568734614,48.31572711
 RENNES,1979,-0.55234397,48.3187478
 RENNES,1980,-0.519562682,48.32478918
 RENNES,1981,-0.519562682,48.32478918
 RENNES,1982,-0.535953326,48.32176849
 RENNES,1983,-0.535953326,48.32176849
 RENNES,1984,-0.535953326,48.32176849
 RENNES,1985,-0.55234397,48.3187478
 RENNES,1986,-0.55234397,48.3187478
 RENNES,1987,-0.503172038,48.32780987
 RENNES,1988,-0.486781394,48.33083056
 RENNES,1989,0.316360157,48.47884439
 RENNES,1990,0.316360157,48.47884439
 RENNES,1991,0.349141445,48.48488577
 RENNES,1992,0.283578869,48.47280301
 RENNES,1993,0.332750801,48.48186508
 RENNES,1994,0.332750801,48.48186508
 RENNES,1995,0.332750801,48.48186508
 RENNES,1996,0.349141445,48.48488577
 RENNES,1997,0.332750801,48.48186508
 RENNES,1998,0.299969513,48.4758237
 RENNES,1999,0.234406937,48.46374094
 RENNES,2000,0.332750801,48.48186508
 RENNES,2001,0.332750801,48.48186508
 RENNES,2002,0.332750801,48.48186508
 RENNES,2003,0.332750801,48.48186508
 RENNES,2004,0.332750801,48.48186508
 RENNES,2005,0.332750801,48.48186508
 RENNES,2006,0.332750801,48.48186508
 RENNES,2007,0.332750801,48.48186508
 RENNES,2008,0.332750801,48.48186508
 RENNES,2009,0.332750801,48.48186508
 RENNES,2010,0.332750801,48.48186508
 RENNES,2011,0.267188225,48.46978232
 RENNES,2012,0.283578869,48.47280301
 RENNES,2013,0.283578869,48.47280301
 RENNES,2014,0.316360157,48.47884439
 RENNES,2015,0.316360157,48.47884439
 RENNES,2016,0.316360157,48.47884439
 RENNES,2017,0.955595269,48.59665132
 ROUEN,1958,1.046054837,49.04437113
 ROUEN,1959,1.046054837,49.04437113
 ROUEN,1960,1.046054837,49.04437113
 ROUEN,1961,1.046054837,49.04437113
 ROUEN,1962,1.046054837,49.04437113
 ROUEN,1963,0.996583502,49.05162282
 ROUEN,1964,0.930621722,49.06129173
 ROUEN,1965,0.947112167,49.0588745
 ROUEN,1966,1.013073947,49.04920559
 ROUEN,1967,1.177978398,49.02503329
 ROUEN,1968,1.177978398,49.02503329
 ROUEN,1969,1.243940179,49.01536437
 ROUEN,1970,1.276921069,49.01052992
 ROUEN,1971,1.276921069,49.01052992
 ROUEN,1972,1.309901959,49.00569546
 ROUEN,1973,1.309901959,49.00569546
 ROUEN,1974,1.309901959,49.00569546
 ROUEN,1975,1.309901959,49.00569546
 ROUEN,1976,1.309901959,49.00569546
 ROUEN,1977,1.243940179,49.01536437
 ROUEN,1978,1.243940179,49.01536437
 ROUEN,1979,1.194468843,49.02261606
 ROUEN,1980,1.227449733,49.0177816
 ROUEN,1981,1.227449733,49.0177816
 ROUEN,1982,1.227449733,49.0177816
 ROUEN,1983,1.227449733,49.0177816
 ROUEN,1984,1.227449733,49.0177816
 ROUEN,1985,1.210959288,49.02019883
 ROUEN,1986,1.210959288,49.02019883
 ROUEN,1987,1.194468843,49.02261606
 ROUEN,1988,1.210959288,49.02019883
 ROUEN,1989,1.243940179,49.01536437
 ROUEN,1990,1.260430624,49.01294714
 ROUEN,1991,1.243940179,49.01536437
 ROUEN,1992,1.260430624,49.01294714
 ROUEN,1993,1.161487953,49.02745052
 ROUEN,1994,1.194468843,49.02261606
 ROUEN,1995,1.161487953,49.02745052
 ROUEN,1996,1.210959288,49.02019883
 ROUEN,1997,1.210959288,49.02019883
 ROUEN,1998,1.227449733,49.0177816
 ROUEN,1999,1.276921069,49.01052992
 ROUEN,2000,1.276921069,49.01052992
 ROUEN,2001,1.260430624,49.01294714
 ROUEN,2002,1.276921069,49.01052992
 ROUEN,2003,1.260430624,49.01294714
 ROUEN,2004,1.260430624,49.01294714
 ROUEN,2005,1.276921069,49.01052992
 ROUEN,2006,1.227449733,49.0177816
 ROUEN,2007,1.260430624,49.01294714
 ROUEN,2008,1.227449733,49.0177816
 ROUEN,2009,1.227449733,49.0177816
 ROUEN,2010,1.194468843,49.02261606
 ROUEN,2011,1.177978398,49.02503329
 ROUEN,2012,1.227449733,49.0177816
 ROUEN,2013,1.210959288,49.02019883
 ROUEN,2014,1.210959288,49.02019883
 ROUEN,2015,1.227449733,49.0177816
 ROUEN,2016,1.227449733,49.0177816
 ROUEN,2017,1.227449733,49.0177816
 STRASBOURG,1958,7.525682962,48.59490035
 STRASBOURG,1959,7.525682962,48.59490035
 STRASBOURG,1960,7.525682962,48.59490035
 STRASBOURG,1961,6.976367407,48.62233064
 STRASBOURG,1962,6.526927407,48.6447736
 STRASBOURG,1963,6.526927407,48.6447736
 STRASBOURG,1964,6.576865185,48.64227993
 STRASBOURG,1965,6.526927407,48.6447736
 STRASBOURG,1966,6.526927407,48.6447736
 STRASBOURG,1967,6.576865185,48.64227993
 STRASBOURG,1968,6.410405925,48.65059214
 STRASBOURG,1969,6.293884444,48.65641069
 STRASBOURG,1970,6.293884444,48.65641069
 STRASBOURG,1971,6.144071111,48.66389167
 STRASBOURG,1972,6.144071111,48.66389167
 STRASBOURG,1973,6.127425185,48.66472289
 STRASBOURG,1974,6.210654814,48.66056679
 STRASBOURG,1975,6.210654814,48.66056679
 STRASBOURG,1976,6.210654814,48.66056679
 STRASBOURG,1977,6.210654814,48.66056679
 STRASBOURG,1978,6.210654814,48.66056679
 STRASBOURG,1979,6.210654814,48.66056679
 STRASBOURG,1980,6.22730074,48.65973557
 STRASBOURG,1981,6.194008888,48.66139801
 STRASBOURG,1982,6.094133333,48.66638533
 STRASBOURG,1983,6.144071111,48.66389167
 STRASBOURG,1984,6.144071111,48.66389167
 STRASBOURG,1985,6.144071111,48.66389167
 STRASBOURG,1986,6.144071111,48.66389167
 STRASBOURG,1987,6.144071111,48.66389167
 STRASBOURG,1988,6.144071111,48.66389167
 STRASBOURG,1989,6.144071111,48.66389167
 STRASBOURG,1990,6.144071111,48.66389167
 STRASBOURG,1991,6.160717037,48.66306045
 STRASBOURG,1992,6.260592592,48.65807313
 STRASBOURG,1993,6.277238518,48.65724191
 STRASBOURG,1994,6.177362963,48.66222923
 STRASBOURG,1995,6.210654814,48.66056679
 STRASBOURG,1996,6.194008888,48.66139801
 STRASBOURG,1997,6.194008888,48.66139801
 STRASBOURG,1998,6.210654814,48.66056679
 STRASBOURG,1999,6.293884444,48.65641069
 STRASBOURG,2000,6.22730074,48.65973557
 STRASBOURG,2001,6.210654814,48.66056679
 STRASBOURG,2002,6.293884444,48.65641069
 STRASBOURG,2003,6.327176296,48.65474824
 STRASBOURG,2004,6.31053037,48.65557947
 STRASBOURG,2005,6.293884444,48.65641069
 STRASBOURG,2006,6.260592592,48.65807313
 STRASBOURG,2007,4.629291852,48.73953276
 STRASBOURG,2008,4.629291852,48.73953276
 STRASBOURG,2009,4.629291852,48.73953276
 STRASBOURG,2010,4.629291852,48.73953276
 STRASBOURG,2011,4.479478518,48.74701375
 STRASBOURG,2012,4.629291852,48.73953276
 STRASBOURG,2013,4.629291852,48.73953276
 STRASBOURG,2014,4.629291852,48.73953276
 STRASBOURG,2015,4.629291852,48.73953276
 STRASBOURG,2016,4.113268148,48.7653006
 STRASBOURG,2017,4.113268148,48.7653006
 TOULOUSE,1958,1.051700326,41.3310892
 TOULOUSE,1959,1.082853375,41.51175629
 TOULOUSE,1960,1.159319949,41.95521189
 TOULOUSE,1961,1.159319949,41.95521189
 TOULOUSE,1962,1.20180138,42.20157611
 TOULOUSE,1963,1.167816235,42.00448473
 TOULOUSE,1964,1.20180138,42.20157611
 TOULOUSE,1965,1.20180138,42.20157611
 TOULOUSE,1966,1.215961857,42.28369751
 TOULOUSE,1967,1.329245671,42.94066876
 TOULOUSE,1968,1.329245671,42.94066876
 TOULOUSE,1969,1.329245671,42.94066876
 TOULOUSE,1970,1.329245671,42.94066876
 TOULOUSE,1971,1.340574052,43.00636588
 TOULOUSE,1972,1.340574052,43.00636588
 TOULOUSE,1973,1.340574052,43.00636588
 TOULOUSE,1974,1.340574052,43.00636588
 TOULOUSE,1975,1.332077766,42.95709304
 TOULOUSE,1976,1.332077766,42.95709304
 TOULOUSE,1977,1.332077766,42.95709304
 TOULOUSE,1978,1.32358148,42.9078202
 TOULOUSE,1979,1.32358148,42.9078202
 TOULOUSE,1980,1.32358148,42.9078202
 TOULOUSE,1981,1.32358148,42.9078202
 TOULOUSE,1982,1.332077766,42.95709304
 TOULOUSE,1983,1.332077766,42.95709304
 TOULOUSE,1984,1.332077766,42.95709304
 TOULOUSE,1985,1.332077766,42.95709304
 TOULOUSE,1986,1.332077766,42.95709304
 TOULOUSE,1987,1.332077766,42.95709304
 TOULOUSE,1988,1.332077766,42.95709304
 TOULOUSE,1989,1.32358148,42.9078202
 TOULOUSE,1990,1.32358148,42.9078202
 TOULOUSE,1991,1.300924717,42.77642595
 TOULOUSE,1992,1.275435859,42.62860742
 TOULOUSE,1993,1.258443287,42.53006173
 TOULOUSE,1994,1.269771668,42.59575885
 TOULOUSE,1995,1.315085194,42.85854735
 TOULOUSE,1996,1.315085194,42.85854735
 TOULOUSE,1997,1.306588908,42.80927451
 TOULOUSE,1998,1.261275382,42.54648601
 TOULOUSE,1999,1.266939573,42.57933457
 TOULOUSE,2000,1.269771668,42.59575885
 TOULOUSE,2001,1.332077766,42.95709304
 TOULOUSE,2002,1.334909862,42.97351732
 TOULOUSE,2003,1.332077766,42.95709304
 TOULOUSE,2004,1.334909862,42.97351732
 TOULOUSE,2005,1.306588908,42.80927451
 TOULOUSE,2006,1.320749385,42.89139592
 TOULOUSE,2007,1.298092622,42.76000167
 TOULOUSE,2008,1.286764241,42.69430454
 TOULOUSE,2009,1.295260527,42.74357739
 TOULOUSE,2010,1.295260527,42.74357739
 TOULOUSE,2011,1.295260527,42.74357739
 TOULOUSE,2012,1.295260527,42.74357739
 TOULOUSE,2013,1.295260527,42.74357739
 TOULOUSE,2014,1.428369008,43.5155186
 TOULOUSE,2015,1.425536913,43.49909432
 TOULOUSE,2016,1.422704818,43.48267004
 TOULOUSE,2017,1.620951493,44.63236973
Paris,1958,2.3488,48.85341
Paris,1959,2.3488,48.85341
Paris,1960,2.3488,48.85341
Paris,1961,2.3488,48.85341
Paris,1962,2.3488,48.85341
Paris,1963,2.3488,48.85341
Paris,1964,2.3488,48.85341
Paris,1965,2.3488,48.85341
Paris,1966,2.3488,48.85341
Paris,1967,2.3488,48.85341
Paris,1968,2.3488,48.85341
Paris,1969,2.3488,48.85341
Paris,1970,2.3488,48.85341
Paris,1971,2.3488,48.85341
Paris,1972,2.3488,48.85341
Paris,1973,2.3488,48.85341
Paris,1974,2.3488,48.85341
Paris,1975,2.3488,48.85341
Paris,1976,2.3488,48.85341
Paris,1977,2.3488,48.85341
Paris,1978,2.3488,48.85341
Paris,1979,2.3488,48.85341
Paris,1980,2.3488,48.85341
Paris,1981,2.3488,48.85341
Paris,1982,2.3488,48.85341
Paris,1983,2.3488,48.85341
Paris,1984,2.3488,48.85341
Paris,1985,2.3488,48.85341
Paris,1986,2.3488,48.85341
Paris,1987,2.3488,48.85341
Paris,1988,2.3488,48.85341
Paris,1989,2.3488,48.85341
Paris,1990,2.3488,48.85341
Paris,1991,2.3488,48.85341
Paris,1992,2.3488,48.85341
Paris,1993,2.3488,48.85341
Paris,1994,2.3488,48.85341
Paris,1995,2.3488,48.85341
Paris,1996,2.3488,48.85341
Paris,1997,2.3488,48.85341
Paris,1998,2.3488,48.85341
Paris,1999,2.3488,48.85341
Paris,2000,2.3488,48.85341
Paris,2001,2.3488,48.85341
Paris,2002,2.3488,48.85341
Paris,2003,2.3488,48.85341
Paris,2004,2.3488,48.85341
Paris,2005,2.3488,48.85341
Paris,2006,2.3488,48.85341
Paris,2007,2.3488,48.85341
Paris,2008,2.3488,48.85341
Paris,2009,2.3488,48.85341
Paris,2010,2.3488,48.85341
Paris,2011,2.3488,48.85341
Paris,2012,2.3488,48.85341
Paris,2013,2.3488,48.85341
Paris,2014,2.3488,48.85341
Paris,2015,2.3488,48.85341
Paris,2016,2.3488,48.85341
Paris,2017,2.3488,48.85341
